name,address,primary_category,type,subtype,store_type,lat,lon,snap_eligible,geocode_source,TRACTCE
Java Hookah  ,2408 Peach St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.11281,-80.07618,True,usda_snap,001900
K-fam International Grocery Llc  ,1717B E 38th St,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,42.11599,-80.02924,True,usda_snap,002700
Kamana Asian Foodmart Llc  ,1230 French St,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,42.12337,-80.07955,True,usda_snap,000100
KANG FUEL FOOD MART INC  ,605 Parade St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.13233,-80.07639,True,usda_snap,000800
Karls Corner Store  ,1163 W 8th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.11836,-80.10851,True,usda_snap,000901
Kasha Grocery Store  ,2720 Peach St,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.10813,-80.07632,True,usda_snap,002400
KATHY'S KORNER STORE  ,501 E 13th St,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.12678,-80.06968,True,usda_snap,001400
Kaze International Market Llc  ,813 East Ave,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.13539,-80.06115,True,usda_snap,000500
KC International Foods  ,2122 Buffalo Rd,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,42.13411,-80.02926,True,usda_snap,001500
Keem's Market  ,1146 E Lake Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.13942,-80.05965,True,usda_snap,000500
Keiths Corner Market  ,1102 W 10th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.11697,-80.10599,True,usda_snap,001000
Keiths Corner Market  ,1102 W 10th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.11697,-80.10599,True,usda_snap,001000
Kelley's Korner Market  ,3502 Station Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.13348,-80.00191,True,usda_snap,011508
Kelley's Korner Market  ,3502 Station Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.13348,-80.00191,True,usda_snap,011508
Kelley's Korner Market  ,3502 Station Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.13348,-80.00191,True,usda_snap,011508
Kmart 4334,4401 Buffalo Rd,Food & Grocery,Super Store,Super Store,Super Store,42.14648,-80.00232,True,usda_snap,011508
Kmart 4113,2873 W 26th St,Food & Grocery,Super Store,Super Store,Super Store,42.08826,-80.13712,True,usda_snap,010700
Kmart 7187,1320 E Grandview Blvd,Food & Grocery,Super Store,Super Store,Super Store,42.10696,-80.03205,True,usda_snap,002700
Kt Mart  ,351 W 26th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.10874,-80.0814,True,usda_snap,002400
Kwik Fill 165,271 Main St W,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.9991,-80.31953,True,usda_snap,010201
Kwik Fill 164,82 E Main St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.21735,-79.82986,True,usda_snap,011600
Kwik Fill 197,3 Titusville Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.88445,-79.84263,True,usda_snap,012002
Kwik Fill 376,10 E Columbus Ave,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,41.93646,-79.64076,True,usda_snap,011900
Kwik Fill 157,1588 E 38th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.11482,-80.03265,True,usda_snap,002700
Kwik Fill 154,1101 E Lake Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.1388,-80.06104,True,usda_snap,000500
Kwik Fill 163,169 S Lake St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.20785,-79.83753,True,usda_snap,011600
Kwik Fill 228,12201 E Main Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.23192,-79.78382,True,usda_snap,011701
Kwik Fill 162,3360 W 38th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.07399,-80.14309,True,usda_snap,010800
Kwik Fill 150,7600 Peach St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.05176,-80.08401,True,usda_snap,011202
Kwik Fill 151,1603 W 26th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.09894,-80.1086,True,usda_snap,002100
Kwik Fill 317,4702 W Ridge Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.07178,-80.18242,True,usda_snap,010902
Kwik Fill 384,3745 McClelland Ave,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.12099,-80.01675,True,usda_snap,002700
Kwik Fill 159,6707 Buffalo Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.16866,-79.95224,True,usda_snap,011509
Lake Erie International Market  ,601 Brown Ave,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.11185,-80.09029,True,usda_snap,002000
Lake Erie International Market  ,601 Brown Ave,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.11185,-80.09029,True,usda_snap,002000
Lakewood Shell  ,3760 W 12th St,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,42.09182,-80.16724,True,usda_snap,010500
LANGDON FARM MARKET  ,CORNER OF STATE ST. & S.PARK ROW,Food & Grocery,Farmers' Market,Farmers' Market,Farmers' Market,42.12902,-80.08495,True,usda_snap,000100
Larkin's Market  ,263 E 22nd St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.11731,-80.06973,True,usda_snap,001800
Larry's Central Market  ,1626 Sassafras St,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,42.118,-80.0823,True,usda_snap,001200
LARRYS CENTRAL MARKET  ,1626 Sassafras St,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,42.11802,-80.08231,True,usda_snap,001200
Lawrence Park & Go  ,4216 Main St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.15149,-80.01238,True,usda_snap,011400
LE BOEUF CNTRY MEAT MKT  ,13782 Route 19,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,41.89284,-79.99483,True,usda_snap,012100
Le Nails-Goods Supply  ,2122 Buffalo Rd,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.13425,-80.02885,True,usda_snap,001500
Lee & Mels Grab - N - Go Convenience  ,2602 Myrtle St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.10951,-80.07962,True,usda_snap,002400
Legacy Hydroponics Llc. Farmers Market 1,11096 Peach St,Food & Grocery,Farmers' Market,Farmers' Market,Farmers' Market,41.9795,-80.01432,True,usda_snap,012100
Lemon Fresh Meat Market  ,2601 Parade St,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.11497,-80.06488,True,usda_snap,002600
LIBERTY CONVENIENT STORE  ,1002 Liberty St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.11892,-80.09949,True,usda_snap,001000
Lindsey Variety & More  ,1620 Parade St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.12276,-80.07012,True,usda_snap,001300
Little Italy Farmers Market  ,425 W 18th St,Food & Grocery,Farmers' Market,Farmers' Market,Farmers' Market,42.11487,-80.08736,True,usda_snap,001200
"Lone Shark Seafood, Llc  ",3856 Peach St,Food & Grocery,Seafood Specialty,Seafood Specialty,Seafood Specialty,42.09546,-80.08265,True,usda_snap,003000
Los Primos Mexican Store  ,1960 W 26th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.09584,-80.11768,True,usda_snap,001100
Lucky Food Mart 1,2267 Buffalo Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.13503,-80.02671,True,usda_snap,001600
Lucky Food Mart 2  ,701 State St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.12824,-80.0844,True,usda_snap,000100
Lucky's Food Mart 1,431 State St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.13055,-80.08594,True,usda_snap,000400
Machang Llc  ,1010 State St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.12504,-80.08272,True,usda_snap,000100
Marina s Seafood  ,1619 W 26th St,Food & Grocery,Seafood Specialty,Seafood Specialty,Seafood Specialty,42.09883,-80.10879,True,usda_snap,002100
Mary's Select Foods  ,22 S Lake St,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.21531,-79.83479,True,usda_snap,011600
MASON FARMS  ,839 Peninsula Dr,Food & Grocery,Fruits/Veg Specialty,Fruits/Veg Specialty,Fruits/Veg Specialty,42.10304,-80.14704,True,usda_snap,012400
"Mcdonald Meats, Inc.  ",10445 Ridge Rd,Food & Grocery,Meat/Poultry Specialty,Meat/Poultry Specialty,Meat/Poultry Specialty,41.99305,-80.34821,True,usda_snap,010202
"Mcdonald Meats, Inc.  ",10445 Ridge Rd,Food & Grocery,Meat/Poultry Specialty,Meat/Poultry Specialty,Meat/Poultry Specialty,41.99305,-80.34821,True,usda_snap,010202
McKean Marketplace  ,9060 Main St,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,41.99519,-80.14347,True,usda_snap,010301
Meat & Moss Company  ,606 Erie St,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,41.88896,-80.12648,True,usda_snap,012202
Meho's Market  ,907 East Ave,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.13447,-80.06087,True,usda_snap,000500
Mei A Asian Grocery  ,1021 State St,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,42.12489,-80.08218,True,usda_snap,000100
Mei A Asian Grocery  ,1021 State St,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,42.12486,-80.08215,True,usda_snap,000100
Melo's Stop N Shop  ,2602 Myrtle St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.10944,-80.07958,True,usda_snap,002400
MELODY DAIRY MART  ,1402 E Lake Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.1409,-80.05536,True,usda_snap,000600
Melody Mart  ,1402 E Lake Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.14088,-80.05535,True,usda_snap,000600
Melos Stop N Shop 2,1146 E Lake Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.13942,-80.05965,True,usda_snap,000500
Mikes Meat Market  ,106 Vine St,Food & Grocery,Meat/Poultry Specialty,Meat/Poultry Specialty,Meat/Poultry Specialty,42.00141,-80.31934,True,usda_snap,010201
MOE'S 1 STOP #2  ,1029 Parade St,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,42.12841,-80.07375,True,usda_snap,000800
Moon Meadows  ,9915 Station Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.11634,-79.87036,True,usda_snap,011702
Mujtaba Store  ,601 E 6th St,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.13435,-80.07187,True,usda_snap,000700
Munchies And More  ,3306 Parade Blvd,Food & Grocery,Delivery Route,Delivery Route,Delivery Route,42.10844,-80.06131,True,usda_snap,002800
N & O MEATS  ,1608 Parade St,Food & Grocery,Meat/Poultry Specialty,Meat/Poultry Specialty,Meat/Poultry Specialty,42.12301,-80.07028,True,usda_snap,001400
Nayan Enterprise Inc  ,2917 Glenwood Park Ave,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.10816,-80.07336,True,usda_snap,002400
NELL'S CORNER CONVENIENT STORE  ,302 E 26th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.11427,-80.0673,True,usda_snap,001800
New Sara's Market  ,660 E 12th St,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,42.12907,-80.06623,True,usda_snap,000700
New Sara's Market 1,460 E 12th St,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,42.12748,-80.07055,True,usda_snap,000800
Niethamer & Owens  ,1608 Parade St,Food & Grocery,Meat/Poultry Specialty,Meat/Poultry Specialty,Meat/Poultry Specialty,42.12286,-80.07063,True,usda_snap,001300
Nooras Market  ,1146 E Lake Rd,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.13942,-80.05965,True,usda_snap,000500
Oakwood Freshmart Llc  ,1617 W 26th St,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,42.09851,-80.109,True,usda_snap,002100
OLD COUNTRY STORE  ,1220 W 32nd St,Food & Grocery,Large Grocery Store,Large Grocery Store,Large Grocery Store,42.0974,-80.09663,True,usda_snap,002200
Ollie's Food Market  ,902 West 18th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.11171,-80.09648,True,usda_snap,001200
Ollie's Food Market  ,902 West 18th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.11171,-80.09648,True,usda_snap,001200
One Love Grocery Store LLC 1,601 West 17th Street,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.11418,-80.09187,True,usda_snap,001200
One Shop  ,624 W 8th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.12226,-80.09823,True,usda_snap,000901
ONE STOP  ,601 W 32nd St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.10211,-80.08376,True,usda_snap,002300
One Stop  ,601 W 32nd St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.10211,-80.08376,True,usda_snap,002300
One Stop  ,601 W 32nd St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.10205,-80.08392,True,usda_snap,002300
One Stop 1,601 W 32nd St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.10205,-80.08392,True,usda_snap,002300
One Stop Market  ,402 W 8th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.12429,-80.09264,True,usda_snap,000902
Oriental Minimart Grocery Llc 1,1218 E 38th St,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,42.11254,-80.03961,True,usda_snap,002700
"Oriental Minimart, Llc  ",1218 E 38th St,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.11235,-80.03951,True,usda_snap,002700
Oriental Store  ,3858 Peach St,Food & Grocery,Combination Grocery/Other,Combination Grocery/Other,Combination Grocery/Other,42.09541,-80.08267,True,usda_snap,003000
Orsini's  ,231 Parade St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.13564,-80.07864,True,usda_snap,000400
ORSINI'S CORNER MARKET  ,560 E 5th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.13527,-80.07293,True,usda_snap,000400
Orton's Fruit Markert  ,5900 Station Rd,Food & Grocery,Farmers' Market,Farmers' Market,Farmers' Market,42.18919,-79.83277,True,usda_snap,011702
Palace Life 1,1102 Parade Street,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.12743,-80.07361,True,usda_snap,000800
Palm  ,2702 Parade St,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.11406,-80.06434,True,usda_snap,002500
Palm Tree Market 1,2702 Parade St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.11403,-80.06433,True,usda_snap,002500
Parade Speed Check 01,1725 Parade St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.1218,-80.06944,True,usda_snap,001400
PATRICH CORNER  ,501 E 13th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.12678,-80.06968,True,usda_snap,001400
PatRich Corner Store  ,501 E 13th St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.12678,-80.06968,True,usda_snap,001400
Peace Market  ,1154 E 26th St,Food & Grocery,Small Grocery Store,Small Grocery Store,Small Grocery Store,42.12167,-80.04723,True,usda_snap,001700
Pilot Travel Center 311,8035 Perry Hwy,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.06876,-80.03896,True,usda_snap,011202
Polly's Food Mart  ,2176 W 32nd St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.08924,-80.11958,True,usda_snap,002100
Polly's Food Mart  ,2176 W 32nd St,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.08923,-80.1196,True,usda_snap,002100
PRESQUE ISLE SUPERETTE  ,3108 W Lake Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.10332,-80.15623,True,usda_snap,010500
Presque Isle Superette  ,3108 W Lake Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.10332,-80.15623,True,usda_snap,010500
PriceRite of Erie 458,4500 Buffalo Rd,Food & Grocery,Super Store,Super Store,Super Store,42.14788,-79.99964,True,usda_snap,011508
Purple Apple Convenient Store  ,1161 Buffalo Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.1264,-80.04988,True,usda_snap,001500
QUALITY MARKET #5  ,826 N Center St,Food & Grocery,Supermarket,Supermarket,Supermarket,41.93023,-79.64131,True,usda_snap,011900
QUALITY MARKETS  63,3712 W 12th St,Food & Grocery,Super Store,Super Store,Super Store,42.09252,-80.16534,True,usda_snap,010500
Quality Markets 6665,1328 E Grandview Blvd,Food & Grocery,Super Store,Super Store,Super Store,42.10693,-80.03223,True,usda_snap,002700
QUALITY MARKETS  64,838 E 6th St,Food & Grocery,Super Store,Super Store,Super Store,42.13635,-80.06667,True,usda_snap,000700
QUICK STOP  ,408 W 18th St,Food & Grocery,Medium Grocery Store,Medium Grocery Store,Medium Grocery Store,42.11531,-80.08674,True,usda_snap,001200
QUICK STOP  ,4001 W. Ridge Road,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.07939,-80.16448,True,usda_snap,010902
Quick Stop  ,2119 Buffalo Rd,Food & Grocery,Convenience Store,Convenience Store,Convenience Store,42.13387,-80.0291,True,usda_snap,001600
