Content.Agency Name,Content.Agency Ref,Content.Effective Date,Content.Value,Content.County ,Content.Statistic Name,Content.Statistic Group ,Name
Order Ahead - SHFB,1001337,09/30/2024,49,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table3
Order Ahead - SHFB,1001337,09/30/2024,41,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table3
Order Ahead - SHFB,1001337,09/30/2024,8,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table3
Order Ahead - SHFB,1001337,09/30/2024,1,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table3
Order Ahead - SHFB,1001337,09/30/2024,50,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table3
Order Ahead - SHFB,1001337,09/30/2024,2,ERIE,L. Total New Households,Food Pantry/TEFAP,Table3
Order Ahead - SHFB,1001337,09/30/2024,3,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table3
Order Ahead - SHFB,1001337,09/30/2024,2,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table3
Martin Luther King Center - FP,01078,09/30/2024,38,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Martin Luther King Center - FP,01078,09/30/2024,46,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Martin Luther King Center - FP,01078,09/30/2024,18,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Martin Luther King Center - FP,01078,09/30/2024,20,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Martin Luther King Center - FP,01078,09/30/2024,84,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
Martin Luther King Center - FP,01078,09/30/2024,17,ERIE,L. Total New Households,Food Pantry/TEFAP,Table3
Martin Luther King Center - FP,01078,09/30/2024,49,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table3
Martin Luther King Center - FP,01078,09/30/2024,8,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table3
Duke Center United Methodist Church - FP,01801,09/30/2024,89,MCKEAN,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Duke Center United Methodist Church - FP,01801,09/30/2024,130,MCKEAN,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Duke Center United Methodist Church - FP,01801,09/30/2024,76,MCKEAN,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Duke Center United Methodist Church - FP,01801,09/30/2024,41,MCKEAN,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Duke Center United Methodist Church - FP,01801,09/30/2024,247,MCKEAN,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
Duke Center United Methodist Church - FP,01801,09/30/2024,89,MCKEAN,G. Combined Total Number of Households,Food Pantry/TEFAP,Table3
Duke Center United Methodist Church - FP,01801,09/30/2024,130,MCKEAN,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table3
Duke Center United Methodist Church - FP,01801,09/30/2024,76,MCKEAN,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table3
Duke Center United Methodist Church - FP,01801,09/30/2024,41,MCKEAN,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table3
Duke Center United Methodist Church - FP,01801,09/30/2024,247,MCKEAN,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table3
Duke Center United Methodist Church - FP,01801,09/30/2024,7,MCKEAN,L. Total New Households,Food Pantry/TEFAP,Table3
Duke Center United Methodist Church - FP,01801,09/30/2024,13,MCKEAN,M. Total New Individuals,Food Pantry/TEFAP,Table3
Duke Center United Methodist Church - FP,01801,09/30/2024,1,MCKEAN,A. Number of Distributions,Food Pantry/TEFAP,Table3
Cranberry Area - FP,01562,09/30/2024,164,VENANGO,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Cranberry Area - FP,01562,09/30/2024,190,VENANGO,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Cranberry Area - FP,01562,09/30/2024,130,VENANGO,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Cranberry Area - FP,01562,09/30/2024,128,VENANGO,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Cranberry Area - FP,01562,09/30/2024,448,VENANGO,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
Cranberry Area - FP,01562,09/30/2024,267,VENANGO,G. Combined Total Number of Households,Food Pantry/TEFAP,Table3
Cranberry Area - FP,01562,09/30/2024,306,VENANGO,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table3
Cranberry Area - FP,01562,09/30/2024,213,VENANGO,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table3
Cranberry Area - FP,01562,09/30/2024,217,VENANGO,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table3
Cranberry Area - FP,01562,09/30/2024,736,VENANGO,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table3
Cranberry Area - FP,01562,09/30/2024,1,VENANGO,L. Total New Households,Food Pantry/TEFAP,Table3
Cranberry Area - FP,01562,09/30/2024,1,VENANGO,M. Total New Individuals,Food Pantry/TEFAP,Table3
Cranberry Area - FP,01562,09/30/2024,2,VENANGO,A. Number of Distributions,Food Pantry/TEFAP,Table3
St John Episcopal Church - FP,01540,09/30/2024,187,VENANGO,B. Number of Unique Households,Food Pantry/TEFAP,Table3
St John Episcopal Church - FP,01540,09/30/2024,168,VENANGO,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
St John Episcopal Church - FP,01540,09/30/2024,75,VENANGO,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
St John Episcopal Church - FP,01540,09/30/2024,150,VENANGO,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
St John Episcopal Church - FP,01540,09/30/2024,393,VENANGO,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
St John Episcopal Church - FP,01540,09/30/2024,7,VENANGO,L. Total New Households,Food Pantry/TEFAP,Table3
St John Episcopal Church - FP,01540,09/30/2024,15,VENANGO,M. Total New Individuals,Food Pantry/TEFAP,Table3
St John Episcopal Church - FP,01540,09/30/2024,195,VENANGO,A. Number of Distributions,Food Pantry/TEFAP,Table3
Edinboro Emergency - FP,01030,09/30/2024,258,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Edinboro Emergency - FP,01030,09/30/2024,351,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Edinboro Emergency - FP,01030,09/30/2024,213,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Edinboro Emergency - FP,01030,09/30/2024,129,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Edinboro Emergency - FP,01030,09/30/2024,950,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
Edinboro Emergency - FP,01030,09/30/2024,677,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table3
Edinboro Emergency - FP,01030,09/30/2024,872,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table3
Edinboro Emergency - FP,01030,09/30/2024,511,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table3
Edinboro Emergency - FP,01030,09/30/2024,361,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table3
Edinboro Emergency - FP,01030,09/30/2024,1745,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table3
Edinboro Emergency - FP,01030,09/30/2024,18,ERIE,L. Total New Households,Food Pantry/TEFAP,Table3
Edinboro Emergency - FP,01030,09/30/2024,71,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table3
Edinboro Emergency - FP,01030,09/30/2024,4,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table3
Supportive Living Services - Group Home,04456,09/30/2024,6,ERIE,Onsites: Total Number of Unduplicated Persons Served This Month,Non-Emerg. Meal/Snack,Table3
Christian Food Bank - FP,01662,09/30/2024,211,ELK,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Christian Food Bank - FP,01662,09/30/2024,211,ELK,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Christian Food Bank - FP,01662,09/30/2024,126,ELK,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Christian Food Bank - FP,01662,09/30/2024,103,ELK,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Christian Food Bank - FP,01662,09/30/2024,440,ELK,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
Christian Food Bank - FP,01662,09/30/2024,678,ELK,G. Combined Total Number of Households,Food Pantry/TEFAP,Table3
Christian Food Bank - FP,01662,09/30/2024,654,ELK,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table3
Christian Food Bank - FP,01662,09/30/2024,362,ELK,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table3
Christian Food Bank - FP,01662,09/30/2024,354,ELK,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table3
Christian Food Bank - FP,01662,09/30/2024,1370,ELK,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table3
Christian Food Bank - FP,01662,09/30/2024,9,ELK,L. Total New Households,Food Pantry/TEFAP,Table3
Christian Food Bank - FP,01662,09/30/2024,16,ELK,M. Total New Individuals,Food Pantry/TEFAP,Table3
Christian Food Bank - FP,01662,09/30/2024,4,ELK,A. Number of Distributions,Food Pantry/TEFAP,Table3
Supportive Living Services - Group Home,04411,09/30/2024,360,ERIE,Onsites: Total Number of Meals Served This Month,Non-Emerg. Meal/Snack,Table3
Supportive Living Services - Group Home,04411,09/30/2024,3,ERIE,Onsites: Total Number of Unduplicated Persons Served This Month,Non-Emerg. Meal/Snack,Table3
Supportive Living Services - Group Home,04542,09/30/2024,540,ERIE,Onsites: Total Number of Meals Served This Month,Non-Emerg. Meal/Snack,Table3
Supportive Living Services - Group Home,04542,09/30/2024,6,ERIE,Onsites: Total Number of Unduplicated Persons Served This Month,Non-Emerg. Meal/Snack,Table3
Warren - SHFB MOBILE,10707,09/30/2024,80,WARREN,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Warren - SHFB MOBILE,10707,09/30/2024,84,WARREN,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Warren - SHFB MOBILE,10707,09/30/2024,40,WARREN,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Warren - SHFB MOBILE,10707,09/30/2024,61,WARREN,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Warren - SHFB MOBILE,10707,09/30/2024,185,WARREN,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
Warren - SHFB MOBILE,10707,09/30/2024,80,WARREN,G. Combined Total Number of Households,Food Pantry/TEFAP,Table3
Warren - SHFB MOBILE,10707,09/30/2024,84,WARREN,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table3
Warren - SHFB MOBILE,10707,09/30/2024,40,WARREN,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table3
Warren - SHFB MOBILE,10707,09/30/2024,61,WARREN,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table3
Warren - SHFB MOBILE,10707,09/30/2024,185,WARREN,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table3
Warren - SHFB MOBILE,10707,09/30/2024,17,WARREN,L. Total New Households,Food Pantry/TEFAP,Table3
Warren - SHFB MOBILE,10707,09/30/2024,34,WARREN,M. Total New Individuals,Food Pantry/TEFAP,Table3
Warren - SHFB MOBILE,10707,09/30/2024,1,WARREN,A. Number of Distributions,Food Pantry/TEFAP,Table3
Reynoldsville Area - FP,01603,09/30/2024,115,JEFFERSON,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Reynoldsville Area - FP,01603,09/30/2024,160,JEFFERSON,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Reynoldsville Area - FP,01603,09/30/2024,85,JEFFERSON,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Reynoldsville Area - FP,01603,09/30/2024,66,JEFFERSON,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Reynoldsville Area - FP,01603,09/30/2024,309,JEFFERSON,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
Reynoldsville Area - FP,01603,09/30/2024,18,JEFFERSON,L. Total New Households,Food Pantry/TEFAP,Table3
Reynoldsville Area - FP,01603,09/30/2024,44,JEFFERSON,M. Total New Individuals,Food Pantry/TEFAP,Table3
Reynoldsville Area - FP,01603,09/30/2024,4,JEFFERSON,A. Number of Distributions,Food Pantry/TEFAP,Table3
Supportive Living Services - Group Home,04634,09/30/2024,558,ERIE,Onsites: Total Number of Meals Served This Month,Non-Emerg. Meal/Snack,Table3
Supportive Living Services - Group Home,04634,09/30/2024,6,ERIE,Onsites: Total Number of Unduplicated Persons Served This Month,Non-Emerg. Meal/Snack,Table3
Federated Church - FP,06021,09/30/2024,87,ERIE,B. Number of Unique Households,Produce Express,Table3
Federated Church - FP,06021,09/30/2024,88,ERIE,C. Number of Unique Adults (18 - 59 years) ,Produce Express,Table3
Federated Church - FP,06021,09/30/2024,42,ERIE,D. Number of Unique Children (0 - 17 years),Produce Express,Table3
Federated Church - FP,06021,09/30/2024,52,ERIE,E. Number of Unique Seniors (60+ years),Produce Express,Table3
Federated Church - FP,06021,09/30/2024,182,ERIE,F. Number of Unique Individuals,Produce Express,Table3
Federated Church - FP,06021,09/30/2024,87,ERIE,G. Combined Total Number of Households,Produce Express,Table3
Federated Church - FP,06021,09/30/2024,88,ERIE,H. Combined Total Adults (18 - 59 years),Produce Express,Table3
Federated Church - FP,06021,09/30/2024,42,ERIE,I. Combined Total Children (0 - 17 years),Produce Express,Table3
Federated Church - FP,06021,09/30/2024,52,ERIE,J. Combined Total Seniors (60+ years),Produce Express,Table3
First Lutheran Church  - FP,07008,09/30/2024,96,WARREN,B. Number of Unique Households,Produce Express,Table3
First Lutheran Church  - FP,07008,09/30/2024,98,WARREN,C. Number of Unique Adults (18 - 59 years) ,Produce Express,Table3
First Lutheran Church  - FP,07008,09/30/2024,54,WARREN,D. Number of Unique Children (0 - 17 years),Produce Express,Table3
First Lutheran Church  - FP,07008,09/30/2024,55,WARREN,E. Number of Unique Seniors (60+ years),Produce Express,Table3
First Lutheran Church  - FP,07008,09/30/2024,207,WARREN,F. Number of Unique Individuals,Produce Express,Table3
First Lutheran Church  - FP,07008,09/30/2024,96,WARREN,G. Combined Total Number of Households,Produce Express,Table3
First Lutheran Church  - FP,07008,09/30/2024,98,WARREN,H. Combined Total Adults (18 - 59 years),Produce Express,Table3
First Lutheran Church  - FP,07008,09/30/2024,54,WARREN,I. Combined Total Children (0 - 17 years),Produce Express,Table3
First Lutheran Church  - FP,07008,09/30/2024,55,WARREN,J. Combined Total Seniors (60+ years),Produce Express,Table3
First Lutheran Church  - FP,07008,09/30/2024,207,WARREN,K. Combined Total Number of Individuals,Produce Express,Table3
First Lutheran Church  - FP,07008,09/30/2024,14,WARREN,L. Total New Households,Produce Express,Table3
First Lutheran Church  - FP,07008,09/30/2024,30,WARREN,M. Total New Individuals,Produce Express,Table3
First Lutheran Church  - FP,07008,09/30/2024,1,WARREN,A. Number of Distributions,Produce Express,Table3
Sheffield Area - FP,01216,09/30/2024,62,WARREN,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Sheffield Area - FP,01216,09/30/2024,82,WARREN,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Sheffield Area - FP,01216,09/30/2024,35,WARREN,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Sheffield Area - FP,01216,09/30/2024,21,WARREN,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Sheffield Area - FP,01216,09/30/2024,138,WARREN,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
Sheffield Area - FP,01216,09/30/2024,62,WARREN,G. Combined Total Number of Households,Food Pantry/TEFAP,Table3
Sheffield Area - FP,01216,09/30/2024,82,WARREN,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table3
Sheffield Area - FP,01216,09/30/2024,35,WARREN,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table3
Sheffield Area - FP,01216,09/30/2024,21,WARREN,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table3
Sheffield Area - FP,01216,09/30/2024,138,WARREN,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table3
Sheffield Area - FP,01216,09/30/2024,11,WARREN,L. Total New Households,Food Pantry/TEFAP,Table3
Sheffield Area - FP,01216,09/30/2024,17,WARREN,M. Total New Individuals,Food Pantry/TEFAP,Table3
Sheffield Area - FP,01216,09/30/2024,1,WARREN,A. Number of Distributions,Food Pantry/TEFAP,Table3
Our Lady of Mt Carmel / St Lukes - FP,01294,09/30/2024,61,ERIE,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Our Lady of Mt Carmel / St Lukes - FP,01294,09/30/2024,52,ERIE,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Our Lady of Mt Carmel / St Lukes - FP,01294,09/30/2024,35,ERIE,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Our Lady of Mt Carmel / St Lukes - FP,01294,09/30/2024,54,ERIE,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Our Lady of Mt Carmel / St Lukes - FP,01294,09/30/2024,141,ERIE,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
Our Lady of Mt Carmel / St Lukes - FP,01294,09/30/2024,93,ERIE,G. Combined Total Number of Households,Food Pantry/TEFAP,Table3
Our Lady of Mt Carmel / St Lukes - FP,01294,09/30/2024,75,ERIE,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table3
Our Lady of Mt Carmel / St Lukes - FP,01294,09/30/2024,47,ERIE,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table3
Our Lady of Mt Carmel / St Lukes - FP,01294,09/30/2024,85,ERIE,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table3
Our Lady of Mt Carmel / St Lukes - FP,01294,09/30/2024,207,ERIE,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table3
Our Lady of Mt Carmel / St Lukes - FP,01294,09/30/2024,3,ERIE,L. Total New Households,Food Pantry/TEFAP,Table3
Our Lady of Mt Carmel / St Lukes - FP,01294,09/30/2024,5,ERIE,M. Total New Individuals,Food Pantry/TEFAP,Table3
Our Lady of Mt Carmel / St Lukes - FP,01294,09/30/2024,4,ERIE,A. Number of Distributions,Food Pantry/TEFAP,Table3
Sugar Grove Free Methodist Church,01609,09/30/2024,73,WARREN,B. Number of Unique Households,Food Pantry/TEFAP,Table3
Sugar Grove Free Methodist Church,01609,09/30/2024,106,WARREN,C. Number of Unique Adults (18 - 59 years) ,Food Pantry/TEFAP,Table3
Sugar Grove Free Methodist Church,01609,09/30/2024,63,WARREN,D. Number of Unique Children (0 - 17 years),Food Pantry/TEFAP,Table3
Sugar Grove Free Methodist Church,01609,09/30/2024,43,WARREN,E. Number of Unique Seniors (60+ years),Food Pantry/TEFAP,Table3
Sugar Grove Free Methodist Church,01609,09/30/2024,212,WARREN,F. Number of Unique Individuals,Food Pantry/TEFAP,Table3
Sugar Grove Free Methodist Church,01609,09/30/2024,73,WARREN,G. Combined Total Number of Households,Food Pantry/TEFAP,Table3
Sugar Grove Free Methodist Church,01609,09/30/2024,106,WARREN,H. Combined Total Adults (18 - 59 years),Food Pantry/TEFAP,Table3
Sugar Grove Free Methodist Church,01609,09/30/2024,63,WARREN,I. Combined Total Children (0 - 17 years),Food Pantry/TEFAP,Table3
Sugar Grove Free Methodist Church,01609,09/30/2024,43,WARREN,J. Combined Total Seniors (60+ years),Food Pantry/TEFAP,Table3
Sugar Grove Free Methodist Church,01609,09/30/2024,212,WARREN,K. Combined Total Number of Individuals,Food Pantry/TEFAP,Table3
Sugar Grove Free Methodist Church,01609,09/30/2024,15,WARREN,L. Total New Households,Food Pantry/TEFAP,Table3
Sugar Grove Free Methodist Church,01609,09/30/2024,35,WARREN,M. Total New Individuals,Food Pantry/TEFAP,Table3
Sugar Grove Free Methodist Church,01609,09/30/2024,4,WARREN,A. Number of Distributions,Food Pantry/TEFAP,Table3
