name,address,county,state,zip,lat,lon,store_type_raw,authorization_date,GEOID,zcta,is_urban
Meat & Moss Company,606 Erie St,ERIE,PA,16412,41.88896,-80.12648,Medium Grocery Store,9/29/2025,42049012202,16412,True
Nayan Enterprise Inc,2917 Glenwood Park Ave,ERIE,PA,16508,42.10816,-80.07336,Convenience Store,3/20/2023,42049002400,16508,True
Niethamer & Owens,1608 Parade St,ERIE,PA,16503,42.12286,-80.07063,Meat/Poultry Specialty,6/23/2022,42049001300,16503,True
Oakwood Freshmart Llc,1617 W 26th St,ERIE,PA,16508,42.09851,-80.109,Combination Grocery/Other,10/24/2024,42049002100,16508,True
One Love Grocery Store LLC 1,601 West 17th Street,ERIE,PA,16502,42.11418,-80.09187,Small Grocery Store,8/19/2024,42049001200,16502,True
Oriental Minimart Grocery Llc 1,1218 E 38th St,ERIE,PA,16504,42.11254,-80.03961,Medium Grocery Store,4/27/2021,42049002700,16504,True
Orton's Fruit Markert,5900 Station Rd,ERIE,PA,16428,42.18919,-79.83277,Farmers' Market,9/9/2021,42049011702,16428,False
Palace Life 1,1102 Parade Street,ERIE,PA,16503,42.12743,-80.07361,Small Grocery Store,10/7/2024,42049000800,16503,True
Parade Speed Check 01,1725 Parade St,ERIE,PA,16503,42.1218,-80.06944,Convenience Store,10/16/2014,42049001400,16503,True
Peace Market,1154 E 26th St,ERIE,PA,16504,42.12167,-80.04723,Small Grocery Store,3/15/2017,42049002600,16504,True
Pilot Travel Center 311,8035 Perry Hwy,ERIE,PA,16509,42.06876,-80.03896,Convenience Store,4/7/2017,42049011202,16509,False
Polly's Food Mart,2176 W 32nd St,ERIE,PA,16508,42.08923,-80.1196,Convenience Store,3/6/2025,42049002100,16508,True
Quick Stop,2119 Buffalo Rd,ERIE,PA,16510,42.13387,-80.0291,Convenience Store,12/8/2023,42049001600,16510,True
Quick Stop Food Store,408 W 18th St,ERIE,PA,16502,42.11566,-80.0859,Convenience Store,10/29/2019,42049001200,16502,True
S & A Market,2690 Cherry St,ERIE,PA,16508,42.1047,-80.08565,Convenience Store,8/19/2024,42049002300,16508,True
Sam's Club 6675,7200 Peach St,ERIE,PA,16509,42.05413,-80.0867,Super Store,1/12/2009,42049011202,16509,False
Sander Markets,826 N Center St,ERIE,PA,16407,41.93023,-79.64131,Supermarket,11/4/2003,42049011900,16407,True
Sander's Markets,109 W Main St,ERIE,PA,16428,42.21294,-79.84155,Super Store,8/29/2000,42049011600,16428,True
Save A Lot 30075,2209 W 12th St,ERIE,PA,16505,42.10335,-80.13083,Supermarket,10/16/2024,42049012400,16505,True
Save A Lot 30076,2026 Broad St,ERIE,PA,16503,42.12687,-80.04585,Supermarket,10/16/2024,42049001600,16503,True
Schwebel Baking Co of PA 9,8275 Perry Hwy,ERIE,PA,16509,42.06362,-80.03313,Bakery Specialty,3/25/1999,42049011202,16509,False
SERAFIN'S FOOD MARKET,601 E 24th St,ERIE,PA,16503,42.11847,-80.06139,Small Grocery Store,1/19/1996,42049001700,16503,True
Sheetz 334,5930 Route 6N,ERIE,PA,16412,41.87989,-80.17395,Convenience Store,11/25/2002,42049012201,16412,False
Sheetz 499,8180 Perry Hwy,ERIE,PA,16509,42.06554,-80.03673,Convenience Store,10/16/2012,42049011202,16509,False
Sheetz 528,809 Main St E,ERIE,PA,16417,42.00658,-80.3074,Convenience Store,10/3/2013,42049010201,16417,True
Sheetz 557,750 Peninsula Dr,ERIE,PA,16505,42.10427,-80.14882,Convenience Store,10/6/2014,42049010500,16505,True
Sheetz 755,3814 Liberty St,ERIE,PA,16509,42.09516,-80.08428,Convenience Store,8/30/2022,42049003000,16509,True
SHOP RITE,2401 Parade St,ERIE,PA,16503,42.11679,-80.06602,Small Grocery Store,10/13/2005,42049001800,16503,True
SHOP RITE,1031 Parade St,ERIE,PA,16503,42.12786,-80.07336,Convenience Store,10/4/2006,42049000800,16503,True
Smirna Store Llc,3204 Buffalo Rd,ERIE,PA,16510,42.1404,-80.01553,Medium Grocery Store,2/15/2023,42049011300,16510,True
Smj International LLC,227 Hathaway St E,ERIE,PA,16417,42.0078,-80.31918,Convenience Store,7/24/2025,42049010201,16417,True
Souq Inc,760 E 12th St,ERIE,PA,16503,42.13015,-80.06389,Medium Grocery Store,12/1/2023,42049000700,16503,True
Stanganelli's Italian Foods,602 E 25th St,ERIE,PA,16503,42.11801,-80.06088,Combination Grocery/Other,6/2/2025,42049001700,16503,True
Stop and Go 2,732 Parade St,ERIE,PA,16503,42.13079,-80.07549,Combination Grocery/Other,2/13/2017,42049000800,16503,True
Storbes Market LLC,1016 State St,ERIE,PA,16501,42.12489,-80.08263,Small Grocery Store,2/6/2024,42049000100,16501,True
SUNOCO,26 E 12th St,ERIE,PA,16501,42.12429,-80.08058,Convenience Store,2/22/1989,42049000100,16501,True
TA Harborcreek 215,4050 Depot Rd,ERIE,PA,16510,42.14067,-79.92345,Convenience Store,7/17/2016,42049011510,16421,True
Target 1287,6700 Peach St,ERIE,PA,16509,42.05489,-80.09492,Super Store,3/21/2007,42049011202,16509,False
Tops Markets 668,19 E High St,ERIE,PA,16438,41.89968,-79.84404,Supermarket,4/1/1971,42049012002,16438,True
Tops Markets 665,712 W 38th St,ERIE,PA,16508,42.09725,-80.08434,Supermarket,1/5/1993,42049002300,16508,True
Tops Markets 601,1702 E 38th St,ERIE,PA,16510,42.11581,-80.02995,Supermarket,6/3/1995,42049002700,16510,True
Tops Markets 667,230 South High Street,ERIE,PA,16441,41.93866,-79.98217,Supermarket,12/6/2005,42049012100,16441,False
"Trawka's Mom & Pop Grocery,llc",712 Payne Ave,ERIE,PA,16503,42.13814,-80.05403,Small Grocery Store,10/16/2023,42049000500,16503,True
"Tudor Hook-n-nook, Inc.",10543 Old Lake Rd,ERIE,PA,16423,42.02264,-80.3588,Convenience Store,4/24/2023,42049010201,16423,True
Uk Supermarket,1105 Parade St,ERIE,PA,16503,42.12757,-80.07298,Medium Grocery Store,8/2/2013,42049000800,16503,True
URBANIAK BROTHERS INC,310 E 24th St,ERIE,PA,16503,42.11637,-80.06828,Meat/Poultry Specialty,6/2/1988,42049001800,16503,True
Walgreens 10520,3727 Peach St,ERIE,PA,16508,42.09734,-80.0815,Combination Grocery/Other,3/12/2008,42049002300,16508,True
Walmart 2561,5350 W Ridge Rd,ERIE,PA,16506,42.06567,-80.19382,Super Store,11/21/2003,42049010902,16506,True
Walmart Supercenter 3253,108 Washington Towne Blvd N,ERIE,PA,16412,41.87677,-80.17419,Super Store,8/14/2001,42049012201,16412,False
Walmart Supercenter 2909,961 E Columbus Ave,ERIE,PA,16407,41.93243,-79.61261,Super Store,3/22/2002,42049011900,16407,True
Walmart Supercenter 2278,1825 Downs Drive,ERIE,PA,16509,42.05115,-80.08411,Super Store,10/4/2002,42049011202,16509,False
Walmart Supercenter 3281,5741 Buffalo Rd,ERIE,PA,16421,42.16104,-79.96911,Super Store,12/15/2003,,16421,True
Walmart Supercenter 5445,2711 Elm St,ERIE,PA,16504,42.12299,-80.04108,Super Store,8/2/2004,42049002700,16504,True
Wegmans 75,6143 Peach St,ERIE,PA,16509,42.06144,-80.0938,Supermarket,6/20/1993,42049011002,16509,True
Wegmans 69,5028 W Ridge Rd,ERIE,PA,16506,42.0679,-80.18941,Supermarket,3/16/1997,42049010902,16506,True
Westside Market On Powell,1119 Powell Ave,ERIE,PA,16505,42.0924,-80.16734,Convenience Store,8/29/2024,42049010500,16505,True
WHOLE FOODS COOPERATIVE,1341 W 26th St,ERIE,PA,16508,42.10159,-80.10152,Large Grocery Store,8/11/1981,42049002200,16508,True
BAUGHMANS MARKET,119 Cherry St,FOREST,PA,16239,41.46843,-79.12443,Fruits/Veg Specialty,4/1/1971,42053530100,16239,False
Dollar General 11278,41213 Rte 66,FOREST,PA,16239,41.46143,-79.13407,Combination Grocery/Other,11/3/2008,42053530100,16239,False
Dollar General Store 15700,658 Elm St,FOREST,PA,16353,41.50394,-79.45441,Combination Grocery/Other,10/22/2015,42053530200,16353,True
DOLLARTREE 10353,143 Cherry St.,FOREST,PA,16239,41.46677,-79.12626,Combination Grocery/Other,10/17/2024,42053530100,16239,False
Kwik Fill 391,42085 Route 66,FOREST,PA,16239,41.4822,-79.10613,Convenience Store,11/5/2018,42053530100,16239,False
"Tionesta Farm Fresh, Llc",102 Faulkner Dr,FOREST,PA,16353,41.49459,-79.45773,Large Grocery Store,12/8/2020,42053530200,16353,True
University Korner,102 Chestnut St,FOREST,PA,16239,41.46964,-79.12277,Convenience Store,11/4/2014,42053530100,16239,False
ALDI 44071 44071,545 W Mahoning St,JEFFERSON,PA,15767,40.9415,-78.98331,Supermarket,9/21/2006,42065951300,15767,True
Anna's Place Of Brookville,441 Madison Ave,JEFFERSON,PA,15825,41.16018,-79.08608,Small Grocery Store,8/4/2021,42065950500,15825,True
BFS Foods 55,250 W Main St,JEFFERSON,PA,15825,41.16373,-79.09658,Convenience Store,2/7/2023,42065950400,15825,True
Biggie's Quality Meats LLC,6036 Route 119,JEFFERSON,PA,15767,41.00485,-78.83984,Meat/Poultry Specialty,12/1/2003,42065951000,15767,False
Brookville Hometown Market,53 Taylor St,JEFFERSON,PA,15825,41.1584,-79.0756,Super Store,9/30/2020,42065950500,15825,True
DOLLAR GENERAL 1018,1249 Main St,JEFFERSON,PA,15824,41.24791,-78.78819,Combination Grocery/Other,6/29/2004,42065950100,15824,True
DOLLAR GENERAL 8310,8948 Big Run Prescottville Rd,JEFFERSON,PA,15851,41.08397,-78.86873,Combination Grocery/Other,8/11/2004,42065950800,15851,False
DOLLAR GENERAL 0129,213 Hampton Ave,JEFFERSON,PA,15767,40.94547,-78.9677,Combination Grocery/Other,8/11/2004,42065951200,15767,True
DOLLAR GENERAL 0503,225 Allegheny Blvd,JEFFERSON,PA,15825,41.16617,-79.09771,Combination Grocery/Other,8/11/2004,42065950400,15825,True
DOLLAR GENERAL 14208,270 W Liberty St,JEFFERSON,PA,15865,41.04563,-78.82537,Combination Grocery/Other,7/1/2013,42065950800,15865,False
DOLLAR GENERAL 18983,3317 Route 36,JEFFERSON,PA,15764,40.98779,-79.02198,Combination Grocery/Other,6/6/2018,42065950900,15764,False
Dollar General 21614,12702 Harrison St,JEFFERSON,PA,15864,41.11932,-79.18763,Combination Grocery/Other,10/13/2020,42065950600,15864,False
Dollar General 22031,549 Route 28,JEFFERSON,PA,15825,41.16065,-79.0527,Combination Grocery/Other,4/14/2021,42065950600,15825,False
Dollar General 24532,1028 W Mahoning St,JEFFERSON,PA,15767,40.94341,-78.98999,Combination Grocery/Other,8/17/2022,42065951200,15767,True
Dollar General 23827,60 Washington Ave,JEFFERSON,PA,15840,41.14795,-78.81007,Combination Grocery/Other,9/30/2022,42065950300,15840,False
Dollar General 25142,317 W Main St,JEFFERSON,PA,15715,40.96945,-78.88557,Combination Grocery/Other,10/3/2023,42065951000,15715,False
Dollar Tree 2568,22000 Route 119,JEFFERSON,PA,15767,40.92984,-78.98208,Combination Grocery/Other,10/19/2010,42065951100,15767,True
Family Dollar Store 6533,235 Allegheny Blvd,JEFFERSON,PA,15825,41.16756,-79.09781,Combination Grocery/Other,5/30/2009,42065950400,15825,True
GetGo 3080,217 Allegheny Blvd,JEFFERSON,PA,15825,41.16534,-79.09834,Convenience Store,6/24/2025,42065950400,15825,True
Giant Eagle 80,40 S White St,JEFFERSON,PA,15825,41.15673,-79.08581,Super Store,6/10/2010,42065950500,15825,True
Infinity Market Depot,212 W Mahoning St,JEFFERSON,PA,15767,40.94341,-78.973,Convenience Store,12/5/2024,42065951300,15767,True
Love's Travel Stop 829,1373 Route 28,JEFFERSON,PA,15825,41.17022,-79.0442,Convenience Store,5/31/2022,42065950600,15825,False
MARTINO'S BI-LO #733,1200 Main St,JEFFERSON,PA,15824,41.24724,-78.78905,Supermarket,5/17/1984,42065950100,15824,True
Meatheads Market,694 Route 36,JEFFERSON,PA,15825,41.18246,-79.10044,Meat/Poultry Specialty,3/1/2023,42065950600,15825,False
Mikes Bi-Lo 702,32 S 5th St,JEFFERSON,PA,15851,41.09444,-78.88985,Supermarket,2/8/1999,42065950700,15851,True
More For Less Resale and Surplus,15 Williams Rd,JEFFERSON,PA,15767,40.93732,-78.93199,Medium Grocery Store,8/5/2009,42065951100,15767,True
Open Arms Farmacy,219 N Findley St,JEFFERSON,PA,15767,40.94502,-78.97217,Convenience Store,9/18/2025,42065951200,15767,True
Pilot Travel Center 707,246 Allegheny Blvd,JEFFERSON,PA,15825,41.17323,-79.09811,Convenience Store,5/25/2017,42065950400,15825,True
Punxsutawney Hometown Market 70,201 Hampton Ave,JEFFERSON,PA,15767,40.94667,-78.9688,Super Store,7/10/2023,42065951200,15767,True
Reynoldsville One Stop,401 E Main St,JEFFERSON,PA,15851,41.09683,-78.88886,Convenience Store,2/5/2020,42065950700,15851,True
Sheetz 66,300 W Main St,JEFFERSON,PA,15825,41.16358,-79.09846,Convenience Store,11/5/1979,42065950400,15825,True
Sheetz 79,100 Elk Run Ave,JEFFERSON,PA,15767,40.95024,-78.96372,Convenience Store,6/17/1982,42065951200,15767,True
Sheetz 146,1408 Main St,JEFFERSON,PA,15824,41.24648,-78.78684,Convenience Store,7/20/1987,42065950100,15824,True
Sheetz 194,1867 Rich Hwy,JEFFERSON,PA,15840,41.14117,-78.78509,Convenience Store,10/23/1992,42033330100,15840,True
Snax Food And Gas,20135 Route 119,JEFFERSON,PA,15767,40.90979,-79.00243,Convenience Store,10/23/2024,42065951100,15767,True
Stahlman's Country Store Inc.,8207 Route 536,JEFFERSON,PA,15767,40.97438,-79.1067,Convenience Store,4/18/2019,42065950900,15767,False
Sykesville One Stop,220 E Main St,JEFFERSON,PA,15865,41.05206,-78.8179,Convenience Store,6/1/2022,42065950800,15865,False
TA Brookville 003,245 Allegheny Blvd,JEFFERSON,PA,15825,41.17333,-79.09819,Convenience Store,7/26/2011,42065950400,15825,True
Teds Meat Mkt,130 Palumbo Rd,JEFFERSON,PA,15851,41.10372,-78.86407,Combination Grocery/Other,3/26/1986,42065950800,15851,False
THE DIXON CORNER COUNTRY STORE,10458 Richardsville Rd,JEFFERSON,PA,15825,41.27818,-78.96873,Convenience Store,8/8/2016,42065950200,15825,False
Toms Meat Market,4595 Route 322,JEFFERSON,PA,15825,41.17215,-79.12608,Meat/Poultry Specialty,3/7/2023,42065950600,15825,False
UNI MART,565 W Mahoning St,JEFFERSON,PA,15767,40.94224,-78.98182,Convenience Store,7/14/2005,42065951300,15767,True
Uni Mart 04077,512 E Mahoning St,JEFFERSON,PA,15767,40.94449,-78.96371,Convenience Store,12/29/2009,42065951300,15767,True
Walmart 2664,21920 Route 119,JEFFERSON,PA,15767,40.9277,-78.98074,Super Store,6/7/2002,42065951100,15767,True
Aldi 69083,1001 E Main St,MCKEAN,PA,16701,41.97826,-78.61724,Supermarket,12/20/2017,42083420100,16701,False
BELL'S MEAT & POULTRY,401 N Fraley St,MCKEAN,PA,16735,41.66685,-78.81216,Meat/Poultry Specialty,4/28/2018,42083421100,16735,False
Bradford Save-A-Lot 24446,75 Forman St,MCKEAN,PA,16701,41.95877,-78.64448,Supermarket,2/15/2005,42083420200,16701,True
Choice Gas And Convenience,99 S Fraley St,MCKEAN,PA,16735,41.65783,-78.81133,Convenience Store,8/2/2011,42083421200,16735,True
"COSTA'S SUPERMARKET, INC",407 E Water St,MCKEAN,PA,16749,41.80947,-78.43778,Supermarket,4/18/1979,42083420800,16749,False
Country Fair 64,8 W Washington St,MCKEAN,PA,16701,41.95764,-78.65187,Convenience Store,6/9/1997,42083420300,16701,True
Country Fair 69,325 Biddle St,MCKEAN,PA,16735,41.65964,-78.80389,Convenience Store,10/6/2016,42083421100,16735,False
Crosby's 40037,1469 South Ave,MCKEAN,PA,16738,41.87373,-78.6627,Convenience Store,6/6/2008,42083421000,16738,False
Crosby's 40034,242 W Washington St,MCKEAN,PA,16701,41.95745,-78.66274,Convenience Store,6/6/2008,42083420300,16701,True
Crosby's 40035,1002 E Main St,MCKEAN,PA,16701,41.97753,-78.61655,Convenience Store,6/6/2008,42083420500,16701,False
Crosby's 40038,573 South Ave,MCKEAN,PA,16701,41.93139,-78.65269,Convenience Store,6/6/2008,42083421000,16701,False
CVS PHARMACY 4270,10 Davis St,MCKEAN,PA,16701,41.95682,-78.64454,Combination Grocery/Other,7/17/2003,42083420200,16701,True
Dandy Mini Mart 62,300 Main St,MCKEAN,PA,16731,41.96428,-78.38451,Convenience Store,7/6/2009,42083420600,16731,False
DOLLAR GENERAL 4308,114 Boylston St,MCKEAN,PA,16701,41.95689,-78.64536,Combination Grocery/Other,8/11/2004,42083420200,16701,True
DOLLAR GENERAL 2993,1034 E Main St,MCKEAN,PA,16701,41.9798,-78.61682,Combination Grocery/Other,8/11/2004,42083420500,16701,False
DOLLAR GENERAL 2191,397 N Fraley St,MCKEAN,PA,16735,41.66629,-78.81219,Combination Grocery/Other,8/11/2004,42083421100,16735,False
DOLLAR GENERAL 8455,104 S Marvin St,MCKEAN,PA,16749,41.80555,-78.45255,Combination Grocery/Other,8/11/2004,42083420800,16749,False
Dollar General 10716,502 N Main St,MCKEAN,PA,16743,41.81794,-78.28458,Combination Grocery/Other,4/16/2007,42083420700,16743,False
Dollar General 14894,15 S Main St,MCKEAN,PA,16731,41.94251,-78.37629,Combination Grocery/Other,6/23/2014,42083420600,16731,False
DOLLAR GENERAL 18148,980 South Ave,MCKEAN,PA,16701,41.90538,-78.65195,Combination Grocery/Other,10/19/2017,42083421000,16725,False
DOLLAR GENERAL 18692,8990 Route 6,MCKEAN,PA,16735,41.7103,-78.69291,Combination Grocery/Other,4/2/2018,42083420900,16735,False
Dollar General 24098,102 W Washington St,MCKEAN,PA,16701,41.9576,-78.65598,Combination Grocery/Other,1/12/2022,42083420300,16701,True
Dollar General 25358,786 Main St,MCKEAN,PA,16729,41.94863,-78.47487,Combination Grocery/Other,3/18/2024,42083420600,16729,False
Dollar Tree 2149,1001 E Main St,MCKEAN,PA,16701,41.97902,-78.61958,Combination Grocery/Other,12/1/2011,42083420100,16701,False
DOLLARTREE 8088,519 N Fraley St,MCKEAN,PA,16735,41.66956,-78.81394,Combination Grocery/Other,12/20/2023,42083421100,16735,False
Family Dollar 12627,75 Forman St,MCKEAN,PA,16701,41.95877,-78.64448,Combination Grocery/Other,3/8/2021,42083420200,16701,True
"G L CARLSON, INC",1787 Champlin Hill Rd,MCKEAN,PA,16750,41.86755,-78.34352,Small Grocery Store,10/31/1980,42083420700,16750,False
Kwik Fill 201,227 E Main St,MCKEAN,PA,16701,41.96107,-78.63457,Convenience Store,11/5/2018,42083420400,16701,True
Nittany Minit Mart 255,8906 Route 6,MCKEAN,PA,16735,41.70835,-78.69392,Convenience Store,9/9/2013,42083420900,16735,False
Nittany Minit Mart 256,18265 Route 6,MCKEAN,PA,16730,41.80991,-78.42621,Convenience Store,7/14/2021,42083420800,16730,False
Paul's Trading Post,11124 Route 321,MCKEAN,PA,16735,41.75816,-78.87399,Convenience Store,2/17/2015,42083421100,16735,False
Port Foods Llc/Shop N Save,50 W Mill St,MCKEAN,PA,16743,41.81042,-78.28101,Super Store,8/21/2014,42083420700,16743,False
Save A Lot 24746,608 N Fraley St,MCKEAN,PA,16735,41.66964,-78.81228,Supermarket,8/16/2010,42083421100,16735,False
Sheetz 166,101 N Main St,MCKEAN,PA,16743,41.81257,-78.28233,Convenience Store,12/23/1988,42083420700,16743,False
Sheetz 613,2 Bolivar Drive,MCKEAN,PA,16701,41.97718,-78.61715,Convenience Store,10/7/2016,42083420100,16701,False
Sheetz 656,3014 Route 219,MCKEAN,PA,16735,41.70967,-78.69417,Convenience Store,8/30/2018,42083420900,16735,False
The Grocery Stretcher Inc.,32 Main St,MCKEAN,PA,16701,41.95562,-78.64988,Convenience Store,8/20/2024,42083420200,16701,True
Tops Markets 672,525 N Fraley St,MCKEAN,PA,16735,41.67081,-78.81498,Supermarket,5/21/1979,42083421100,16735,False
Tops Markets 610,150 Main St,MCKEAN,PA,16701,41.95597,-78.64448,Supermarket,3/14/2014,42083420200,16701,True
Walmart Supercenter 3514,50 Foster Brook Blvd,MCKEAN,PA,16701,41.97846,-78.60894,Super Store,3/7/2002,42083420500,16701,False
ALDI 69033,2415 State Route 257,VENANGO,PA,16319,41.35115,-79.71244,Supermarket,9/11/1995,42121201300,16319,False
Big Sky Farms Market Llc,4201 State Route 8,VENANGO,PA,16354,41.58018,-79.68816,Small Grocery Store,9/8/2025,42121200000,16354,False
Clintonville Market,102 Emlenton St,VENANGO,PA,16372,41.19933,-79.87234,Medium Grocery Store,12/7/2007,42121201400,16372,False
Coen Markets 1204,6412 Emlenton Clintonville Rd,VENANGO,PA,16373,41.1759,-79.73788,Convenience Store,12/16/2009,42121201500,16373,False
Core Goods,2 E 1st St,VENANGO,PA,16301,41.42856,-79.71071,Combination Grocery/Other,3/3/2023,42121200900,16301,True
Country Fair 47,1 Spring St,VENANGO,PA,16301,41.43435,-79.70658,Convenience Store,8/9/1988,42121200700,16301,True
Country Fair 21,228 Rocky Grove Ave,VENANGO,PA,16323,41.40942,-79.82712,Convenience Store,8/7/1992,42121200600,16323,False
Country Fair 89,5 Wilson Ave,VENANGO,PA,16301,41.42841,-79.70817,Convenience Store,7/8/2005,42121200900,16301,True
CVS PHARMACY 5096,204 E 2nd St,VENANGO,PA,16301,41.42802,-79.70764,Combination Grocery/Other,6/11/2003,42121200900,16301,True
DOLLAR GENERAL 8267,610 River Ave,VENANGO,PA,16373,41.17645,-79.71021,Combination Grocery/Other,6/29/2004,42121201500,16374,False
DOLLAR GENERAL 1655,697 Allegheny Blvd,VENANGO,PA,16323,41.40551,-79.80283,Combination Grocery/Other,6/29/2004,42121200600,16323,False
DOLLAR GENERAL 8878,575 N Seneca St,VENANGO,PA,16301,41.44415,-79.70224,Combination Grocery/Other,9/22/2004,42121200700,16301,True
Dollar General 11515,3958 State Route 257,VENANGO,PA,16346,41.40482,-79.70847,Combination Grocery/Other,6/8/2009,42121201300,16346,False
DOLLAR GENERAL 14254,426 Merrick St,VENANGO,PA,16341,41.5966,-79.59264,Combination Grocery/Other,7/11/2013,42121200000,16341,False
Dollar General 18076,5537 Pittsburgh Rd,VENANGO,PA,16038,41.19564,-79.97523,Combination Grocery/Other,9/10/2017,42121201400,16038,False
DOLLAR GENERAL 18190,1407 Pittsburgh Rd,VENANGO,PA,16323,41.37246,-79.85606,Combination Grocery/Other,11/16/2017,42121200202,16323,True
DOLLAR GENERAL 19478,2525 Patchel Run Rd,VENANGO,PA,16323,41.48675,-79.87047,Combination Grocery/Other,7/26/2018,42121200100,16323,False
Dollar General 20545,726 Main St,VENANGO,PA,16342,41.36708,-79.92937,Combination Grocery/Other,7/27/2019,42121200201,16342,True
Dollar General 22656,2360 State Route 157,VENANGO,PA,16301,41.39047,-79.57726,Combination Grocery/Other,2/1/2022,42121201100,16301,False
Dollar Tree 29,124 Home Depot Dr,VENANGO,PA,16323,41.35151,-79.72203,Combination Grocery/Other,9/28/2009,42121201300,16323,False
EMLENTON IGA,514 River Ave,VENANGO,PA,16373,41.17641,-79.70937,Supermarket,3/21/1996,42121201500,16373,False
Family Dollar 11984,809 Grandview Rd,VENANGO,PA,16301,41.44129,-79.68858,Combination Grocery/Other,11/2/2017,42121201000,16301,True
Family Dollar Store 1941,124 State St,VENANGO,PA,16301,41.4278,-79.70941,Combination Grocery/Other,5/28/2009,42121200900,16301,True
Family Dollar Store 5956,377 Grant St,VENANGO,PA,16323,41.40529,-79.84138,Combination Grocery/Other,5/29/2009,42121200300,16323,True
Family Dollar Store 10300,444 Butler St,VENANGO,PA,16372,41.1953,-79.87381,Combination Grocery/Other,12/26/2013,42121201400,16372,False
Farmers Daughters Country Market Deli & Bakery,3126 State Route 257,VENANGO,PA,16346,41.37584,-79.70368,Convenience Store,12/16/2015,42121201300,16346,False
Franklin Markets Llc,1015 Buffalo St,VENANGO,PA,16323,41.39342,-79.82709,Super Store,10/29/2018,42121200500,16323,True
Giant Eagle 86,602 E 2nd St,VENANGO,PA,16301,41.42657,-79.7047,Super Store,2/5/2013,42121200900,16301,True
Giant Eagle Franklin 85,541 Allegheny Blvd,VENANGO,PA,16323,41.40289,-79.80909,Super Store,11/23/2020,42121200600,16323,False
Main Street Market,714 Main St,VENANGO,PA,16342,41.36773,-79.92863,Medium Grocery Store,6/27/1989,42121200201,16342,True
Nilu Enterprise Inc,7260 US 322,VENANGO,PA,16319,41.34753,-79.70454,Convenience Store,5/13/2021,42121201300,16319,False
Nilu Enterprise Inc,3654 State Route 257,VENANGO,PA,16346,41.39462,-79.70312,Convenience Store,5/24/2021,42121201300,16346,False
Nilu Enterprises,1375 Pittsburgh Rd,VENANGO,PA,16323,41.37406,-79.85455,Convenience Store,4/28/2021,42121200202,16323,True
Pollen Nation,436 Allegheny Blvd,VENANGO,PA,16323,41.40044,-79.81269,Fruits/Veg Specialty,7/15/2025,42121200600,16323,False
Save A Lot 30193,317 Grant St,VENANGO,PA,16323,41.40463,-79.84108,Supermarket,12/1/2025,42121200300,16323,True
Schwebel Baking Company,1535 Allegheny Blvd,VENANGO,PA,16343,41.41579,-79.76733,Bakery Specialty,3/13/2002,42121200600,16343,False
Sheetz 84,1107 Liberty St,VENANGO,PA,16323,41.3952,-79.82659,Convenience Store,11/19/1982,42121200500,16323,True
Sheetz 260,7119 US 322,VENANGO,PA,16319,41.34962,-79.71083,Convenience Store,12/10/1998,42121201300,16319,False
Sheetz 439,590 Allegheny Blvd,VENANGO,PA,16323,41.40218,-79.80566,Convenience Store,5/15/2010,42121200600,16323,False
Sheetz 859,5775 State Route 8,VENANGO,PA,16038,41.20378,-79.97352,Convenience Store,11/19/2024,42121201400,16038,False
Smith's Country Store,4287 State Route 157,VENANGO,PA,16364,41.37465,-79.49199,Small Grocery Store,5/2/2016,42121201100,16364,False
Speedway 2921,5742 State Route 8,VENANGO,PA,16038,41.20338,-79.97456,Convenience Store,4/25/2016,42121201400,16127,False
Stillers Meats And Smokehouse,3190 State Route 257,VENANGO,PA,16346,41.37804,-79.70342,Meat/Poultry Specialty,4/2/2024,42121201300,16346,False
Walmart Supercenter 2597,10 Kimberly Ln,VENANGO,PA,16319,41.35066,-79.71891,Super Store,7/13/1999,42121201300,16319,False
ALDI 74067 74067,3917 Market St,WARREN,PA,16365,41.89537,-79.149,Supermarket,7/5/2006,42123970600,16365,False
Country Fair 10,161 Pleasant Dr,WARREN,PA,16365,41.83429,-79.15397,Convenience Store,10/21/1991,42123971100,16365,False
Country Fair 63,413 Pennsylvania Ave E,WARREN,PA,16365,41.84202,-79.13585,Convenience Store,11/18/1999,42123970900,16365,True
Country Fair 71,27740 Route 6,WARREN,PA,16371,41.8481,-79.32967,Convenience Store,4/14/2016,42123970500,16371,True
CVS PHARMACY 5093,100 Market St,WARREN,PA,16365,41.84401,-79.14503,Combination Grocery/Other,6/11/2003,42123970800,16365,True
DOLLAR GENERAL 8482,73 Railroad St,WARREN,PA,16371,41.84935,-79.31653,Combination Grocery/Other,6/29/2004,42123970500,16371,True
DOLLAR GENERAL 2299,40 Market St,WARREN,PA,16365,41.84233,-79.14368,Combination Grocery/Other,6/29/2004,42123970800,16365,True
Dollar General 12982,245 Crary Ave,WARREN,PA,16347,41.70346,-79.03081,Combination Grocery/Other,5/9/2011,42123971200,16347,False
Dollar General 15172,12683 Jackson Run Rd,WARREN,PA,16350,41.97289,-79.33754,Combination Grocery/Other,8/7/2014,42123970300,16350,False
Dollar General 16134,15455 Route 6,WARREN,PA,16313,41.82029,-79.11038,Combination Grocery/Other,4/23/2015,42123970100,16313,False
Dollar General 18051,6700 Market St,WARREN,PA,16345,41.93468,-79.14417,Combination Grocery/Other,9/10/2017,42123970200,16345,False
