agency_name,agency_ref,county,program_type,date,adults,children,new_households,seniors,total_individuals
Sister Pascal - FP,01104,Erie,Food Pantry/TEFAP,2025-03-31,148.0,109.0,13.0,113.0,368.0
Sister Pascal - FP,01104,Erie,Food Pantry/TEFAP,2025-04-30,111.0,127.0,8.0,160.0,389.0
Sister Pascal - FP,01104,Erie,Food Pantry/TEFAP,2025-05-31,170.0,122.0,27.0,110.0,399.0
Sister Pascal - FP,01104,Erie,Food Pantry/TEFAP,2025-06-30,171.0,136.0,18.0,113.0,420.0
Smethport- FP Christian Community Services,01684,Mckean,Food Pantry/TEFAP,2024-07-31,63.0,51.0,1.0,58.0,172.0
Smethport- FP Christian Community Services,01684,Mckean,Food Pantry/TEFAP,2024-08-31,49.0,43.0,0.0,62.0,154.0
Smethport- FP Christian Community Services,01684,Mckean,Food Pantry/TEFAP,2024-09-30,58.0,42.0,0.0,55.0,155.0
Smethport- FP Christian Community Services,01684,Mckean,Food Pantry/TEFAP,2024-10-31,49.0,51.0,0.0,54.0,154.0
Smethport- FP Christian Community Services,01684,Mckean,Food Pantry/TEFAP,2024-11-30,46.0,40.0,0.0,51.0,137.0
Smethport- FP Christian Community Services,01684,Mckean,Food Pantry/TEFAP,2024-12-31,43.0,38.0,1.0,40.0,121.0
Smethport- FP Christian Community Services,01684,Mckean,Food Pantry/TEFAP,2025-01-31,44.0,37.0,0.0,31.0,112.0
Smethport- FP Christian Community Services,01684,Mckean,Food Pantry/TEFAP,2025-02-28,41.0,31.0,0.0,39.0,111.0
Smethport- FP Christian Community Services,01684,Mckean,Food Pantry/TEFAP,2025-03-31,40.0,29.0,0.0,35.0,104.0
Smethport- FP Christian Community Services,01684,Mckean,Food Pantry/TEFAP,2025-04-30,44.0,28.0,0.0,34.0,106.0
Smethport- FP Christian Community Services,01684,Mckean,Food Pantry/TEFAP,2025-05-31,46.0,29.0,0.0,44.0,119.0
Smethport- FP Christian Community Services,01684,Mckean,Food Pantry/TEFAP,2025-06-30,43.0,28.0,0.0,46.0,117.0
St Andrew Church - FP,01187,Erie,Food Pantry/TEFAP,2024-07-31,125.0,61.0,113.0,63.0,249.0
St Andrew Church - FP,01187,Erie,Food Pantry/TEFAP,2024-08-31,133.0,70.0,27.0,69.0,272.0
St Andrew Church - FP,01187,Erie,Food Pantry/TEFAP,2024-09-30,117.0,60.0,27.0,63.0,240.0
St Andrew Church - FP,01187,Erie,Food Pantry/TEFAP,2024-10-31,134.0,78.0,14.0,73.0,285.0
St Andrew Church - FP,01187,Erie,Food Pantry/TEFAP,2024-11-30,151.0,86.0,22.0,76.0,313.0
St Andrew Church - FP,01187,Erie,Food Pantry/TEFAP,2024-12-31,120.0,66.0,8.0,68.0,254.0
St Andrew Church - FP,01187,Erie,Food Pantry/TEFAP,2025-01-31,78.0,38.0,4.0,44.0,160.0
St Andrew Church - FP,01187,Erie,Food Pantry/TEFAP,2025-02-28,95.0,51.0,6.0,59.0,205.0
St Andrew Church - FP,01187,Erie,Food Pantry/TEFAP,2025-03-31,106.0,62.0,9.0,71.0,239.0
St Andrew Church - FP,01187,Erie,Food Pantry/TEFAP,2025-04-30,143.0,88.0,11.0,73.0,304.0
St Andrew Church - FP,01187,Erie,Food Pantry/TEFAP,2025-05-31,103.0,47.0,6.0,76.0,226.0
St Andrew Church - FP,01187,Erie,Food Pantry/TEFAP,2025-06-30,109.0,65.0,7.0,65.0,239.0
St Ann Church (at Holy Family Church) FP,01092,Erie,Food Pantry/TEFAP,2024-07-31,56.0,32.0,49.0,38.0,126.0
St Ann Church (at Holy Family Church) FP,01092,Erie,Food Pantry/TEFAP,2024-08-31,55.0,29.0,4.0,17.0,101.0
St Ann Church (at Holy Family Church) FP,01092,Erie,Food Pantry/TEFAP,2024-09-30,43.0,21.0,0.0,15.0,79.0
St Ann Church (at Holy Family Church) FP,01092,Erie,Food Pantry/TEFAP,2024-10-31,59.0,35.0,9.0,19.0,113.0
St Ann Church (at Holy Family Church) FP,01092,Erie,Food Pantry/TEFAP,2024-11-30,52.0,30.0,0.0,34.0,116.0
St Ann Church (at Holy Family Church) FP,01092,Erie,Food Pantry/TEFAP,2024-12-31,48.0,35.0,0.0,40.0,123.0
St Ann Church (at Holy Family Church) FP,01092,Erie,Food Pantry/TEFAP,2025-01-31,55.0,28.0,2.0,32.0,115.0
St Ann Church (at Holy Family Church) FP,01092,Erie,Food Pantry/TEFAP,2025-02-28,58.0,24.0,1.0,28.0,110.0
St Ann Church (at Holy Family Church) FP,01092,Erie,Food Pantry/TEFAP,2025-05-31,52.0,29.0,1.0,30.0,111.0
St Ann Church (at Holy Family Church) FP,01092,Erie,Food Pantry/TEFAP,2025-06-30,47.0,27.0,4.0,29.0,103.0
St Boniface Church - FP,01190,Erie,Food Pantry/TEFAP,2024-07-31,57.0,27.0,0.0,20.0,104.0
St Boniface Church - FP,01190,Erie,Food Pantry/TEFAP,2024-08-31,49.0,25.0,0.0,20.0,94.0
St Boniface Church - FP,01190,Erie,Food Pantry/TEFAP,2024-09-30,49.0,25.0,2.0,20.0,94.0
St Boniface Church - FP,01190,Erie,Food Pantry/TEFAP,2024-10-31,55.0,37.0,2.0,19.0,111.0
St Boniface Church - FP,01190,Erie,Food Pantry/TEFAP,2024-11-30,55.0,37.0,1.0,20.0,112.0
St Boniface Church - FP,01190,Erie,Food Pantry/TEFAP,2024-12-31,55.0,37.0,0.0,20.0,112.0
St Boniface Church - FP,01190,Erie,Food Pantry/TEFAP,2025-01-31,55.0,37.0,0.0,20.0,112.0
St Boniface Church - FP,01190,Erie,Food Pantry/TEFAP,2025-02-28,55.0,37.0,1.0,20.0,112.0
St Boniface Church - FP,01190,Erie,Food Pantry/TEFAP,2025-03-31,56.0,36.0,0.0,19.0,111.0
St Boniface Church - FP,01190,Erie,Food Pantry/TEFAP,2025-04-30,56.0,36.0,0.0,21.0,113.0
St Boniface Church - FP,01190,Erie,Food Pantry/TEFAP,2025-05-31,50.0,34.0,1.0,19.0,103.0
St Boniface Church - FP,01190,Erie,Food Pantry/TEFAP,2025-06-30,53.0,35.0,0.0,19.0,102.0
St Elizabeth Center - FP,01442,Venango,Food Pantry/TEFAP,2024-07-31,143.0,94.0,196.0,41.0,278.0
St Elizabeth Center - FP,01442,Venango,Food Pantry/TEFAP,2024-08-31,181.0,100.0,17.0,82.0,363.0
St Elizabeth Center - FP,01442,Venango,Food Pantry/TEFAP,2024-09-30,174.0,118.0,16.0,75.0,367.0
St Elizabeth Center - FP,01442,Venango,Food Pantry/TEFAP,2024-10-31,257.0,170.0,47.0,76.0,503.0
St Elizabeth Center - FP,01442,Venango,Food Pantry/TEFAP,2024-11-30,232.0,120.0,43.0,89.0,441.0
St Elizabeth Center - FP,01442,Venango,Food Pantry/TEFAP,2024-12-31,170.0,118.0,20.0,81.0,369.0
St Elizabeth Center - FP,01442,Venango,Food Pantry/TEFAP,2025-01-31,138.0,92.0,19.0,52.0,282.0
St Elizabeth Center - FP,01442,Venango,Food Pantry/TEFAP,2025-02-28,187.0,104.0,22.0,82.0,373.0
St Elizabeth Center - FP,01442,Venango,Food Pantry/TEFAP,2025-03-31,193.0,109.0,19.0,85.0,387.0
St Elizabeth Center - FP,01442,Venango,Food Pantry/TEFAP,2025-04-30,207.0,135.0,24.0,83.0,425.0
St Elizabeth Center - FP,01442,Venango,Food Pantry/TEFAP,2025-05-31,206.0,128.0,25.0,80.0,80.0
St Elizabeth Center - FP,01442,Venango,Food Pantry/TEFAP,2025-06-30,189.0,135.0,33.0,79.0,403.0
St Elizabeth of Hungary - FP,07024,Mckean,Produce Express,2024-08-31,83.0,53.0,80.0,56.0,192.0
St Elizabeth of Hungary - FP,07024,Mckean,Produce Express,2024-10-31,88.0,50.0,12.0,67.0,205.0
St Elizabeth of Hungary - FP,07024,Mckean,Produce Express,2024-12-31,89.0,49.0,9.0,64.0,202.0
St Elizabeth of Hungary - FP,07024,Mckean,Produce Express,2025-02-28,88.0,56.0,6.0,56.0,200.0
St Elizabeth of Hungary - FP,07024,Mckean,Produce Express,2025-04-30,81.0,57.0,2.0,57.0,195.0
St Elizabeth of Hungary - FP,07024,Mckean,Produce Express,2025-06-30,83.0,62.0,10.0,59.0,204.0
St George Church - FP,01096,Erie,Food Pantry/TEFAP,2024-07-31,71.0,69.0,56.0,29.0,169.0
St George Church - FP,01096,Erie,Food Pantry/TEFAP,2024-08-31,68.0,63.0,4.0,31.0,162.0
St George Church - FP,01096,Erie,Food Pantry/TEFAP,2024-09-30,68.0,63.0,0.0,29.0,160.0
St George Church - FP,01096,Erie,Food Pantry/TEFAP,2024-10-31,68.0,63.0,1.0,32.0,163.0
St George Church - FP,01096,Erie,Food Pantry/TEFAP,2024-11-30,65.0,62.0,2.0,34.0,161.0
St George Church - FP,01096,Erie,Food Pantry/TEFAP,2024-12-31,69.0,63.0,3.0,36.0,168.0
St George Church - FP,01096,Erie,Food Pantry/TEFAP,2025-01-31,71.0,69.0,1.0,36.0,176.0
St George Church - FP,01096,Erie,Food Pantry/TEFAP,2025-02-28,71.0,69.0,0.0,36.0,176.0
St George Church - FP,01096,Erie,Food Pantry/TEFAP,2025-03-31,75.0,70.0,2.0,34.0,179.0
St George Church - FP,01096,Erie,Food Pantry/TEFAP,2025-04-30,74.0,68.0,3.0,33.0,175.0
St George Church - FP,01096,Erie,Food Pantry/TEFAP,2025-05-31,78.0,70.0,0.0,32.0,180.0
St George Church - FP,01096,Erie,Food Pantry/TEFAP,2025-06-30,77.0,70.0,0.0,31.0,178.0
St James Church - FP,01329,Erie,Food Pantry/No TEFAP,2024-07-31,22.0,22.0,0.0,6.0,50.0
St James Church - FP,01329,Erie,Food Pantry/No TEFAP,2024-08-31,22.0,22.0,0.0,5.0,49.0
St James Church - FP,01329,Erie,Food Pantry/No TEFAP,2024-09-30,24.0,24.0,2.0,5.0,53.0
St James Church - FP,01329,Erie,Food Pantry/No TEFAP,2024-10-31,21.0,21.0,1.0,5.0,47.0
St James Church - FP,01329,Erie,Food Pantry/No TEFAP,2024-11-30,26.0,21.0,3.0,8.0,55.0
St James Church - FP,01329,Erie,Food Pantry/No TEFAP,2024-12-31,20.0,22.0,1.0,5.0,47.0
St James Church - FP,01329,Erie,Food Pantry/No TEFAP,2025-01-31,18.0,21.0,0.0,5.0,44.0
St James Church - FP,01329,Erie,Food Pantry/No TEFAP,2025-02-28,20.0,20.0,0.0,5.0,45.0
St James Church - FP,01329,Erie,Food Pantry/No TEFAP,2025-03-31,16.0,16.0,0.0,5.0,37.0
St James Church - FP,01329,Erie,Food Pantry/No TEFAP,2025-04-30,16.0,16.0,0.0,4.0,36.0
St James Church - FP,01329,Erie,Food Pantry/No TEFAP,2025-05-31,17.0,22.0,1.0,5.0,44.0
St James Church - FP,01329,Erie,Food Pantry/No TEFAP,2025-06-30,16.0,16.0,0.0,5.0,37.0
St James Food Cupboard - FP,01561,Crawford,Food Pantry/TEFAP,2024-07-31,78.0,26.0,71.0,36.0,140.0
St James Food Cupboard - FP,01561,Crawford,Food Pantry/TEFAP,2024-08-31,51.0,19.0,2.0,24.0,90.0
St James Food Cupboard - FP,01561,Crawford,Food Pantry/TEFAP,2024-09-30,88.0,16.0,3.0,23.0,127.0
St James Food Cupboard - FP,01561,Crawford,Food Pantry/TEFAP,2024-10-31,74.0,15.0,12.0,30.0,119.0
St James Food Cupboard - FP,01561,Crawford,Food Pantry/TEFAP,2024-11-30,51.0,20.0,4.0,34.0,70.0
St James Food Cupboard - FP,01561,Crawford,Food Pantry/TEFAP,2024-12-31,55.0,17.0,2.0,40.0,112.0
St James Food Cupboard - FP,01561,Crawford,Food Pantry/TEFAP,2025-01-31,50.0,11.0,5.0,26.0,87.0
St James Food Cupboard - FP,01561,Crawford,Food Pantry/TEFAP,2025-02-28,59.0,11.0,3.0,33.0,103.0
St James Food Cupboard - FP,01561,Crawford,Food Pantry/TEFAP,2025-03-31,57.0,12.0,2.0,34.0,102.0
St James Food Cupboard - FP,01561,Crawford,Food Pantry/TEFAP,2025-04-30,63.0,16.0,4.0,39.0,118.0
St James Food Cupboard - FP,01561,Crawford,Food Pantry/TEFAP,2025-05-31,55.0,15.0,5.0,37.0,107.0
St James Food Cupboard - FP,01561,Crawford,Food Pantry/TEFAP,2025-06-30,50.0,10.0,3.0,36.0,96.0
St John Episcopal Church - FP,01540,Venango,Food Pantry/TEFAP,2024-07-31,162.0,79.0,15.0,147.0,388.0
St John Episcopal Church - FP,01540,Venango,Food Pantry/TEFAP,2024-08-31,166.0,83.0,9.0,147.0,396.0
St John Episcopal Church - FP,01540,Venango,Food Pantry/TEFAP,2024-09-30,168.0,75.0,7.0,150.0,393.0
St John Episcopal Church - FP,01540,Venango,Food Pantry/TEFAP,2024-10-31,175.0,87.0,7.0,158.0,420.0
St John Episcopal Church - FP,01540,Venango,Food Pantry/TEFAP,2024-11-30,239.0,128.0,27.0,168.0,535.0
St John Episcopal Church - FP,01540,Venango,Food Pantry/TEFAP,2024-12-31,188.0,89.0,8.0,140.0,417.0
St John Episcopal Church - FP,01540,Venango,Food Pantry/TEFAP,2025-01-31,214.0,102.0,14.0,181.0,497.0
St John Episcopal Church - FP,01540,Venango,Food Pantry/TEFAP,2025-02-28,206.0,92.0,10.0,147.0,445.0
St John Episcopal Church - FP,01540,Venango,Food Pantry/TEFAP,2025-03-31,210.0,97.0,10.0,157.0,464.0
St John Episcopal Church - FP,01540,Venango,Food Pantry/TEFAP,2025-04-30,197.0,99.0,13.0,129.0,425.0
St John Episcopal Church - FP,01540,Venango,Food Pantry/TEFAP,2025-05-31,224.0,85.0,18.0,156.0,465.0
St John Episcopal Church - FP,01540,Venango,Food Pantry/TEFAP,2025-06-30,198.0,77.0,7.0,142.0,417.0
St Johns Lutheran Church - FP,01512,Erie,Food Pantry/TEFAP,2024-07-31,12.0,2.0,0.0,9.0,23.0
St Johns Lutheran Church - FP,01512,Erie,Food Pantry/TEFAP,2024-09-30,17.0,3.0,0.0,15.0,35.0
St Johns Lutheran Church - FP,01512,Erie,Food Pantry/TEFAP,2024-11-30,20.0,8.0,6.0,16.0,44.0
St Johns Lutheran Church - FP,01512,Erie,Food Pantry/TEFAP,2025-01-31,17.0,4.0,2.0,12.0,33.0
St Johns Lutheran Church - FP,01512,Erie,Food Pantry/TEFAP,2025-03-31,18.0,1.0,2.0,17.0,36.0
St Johns Lutheran Church - FP,01512,Erie,Food Pantry/TEFAP,2025-05-31,17.0,3.0,1.0,17.0,37.0
St Joseph Bread of Life Church - FP,01535,Erie,Food Pantry/TEFAP,2024-07-31,48.0,8.0,33.0,48.0,104.0
St Joseph Bread of Life Church - FP,01535,Erie,Food Pantry/TEFAP,2024-08-31,23.0,3.0,8.0,29.0,55.0
St Joseph Bread of Life Church - FP,01535,Erie,Food Pantry/TEFAP,2024-09-30,25.0,5.0,4.0,24.0,54.0
St Joseph Bread of Life Church - FP,01535,Erie,Food Pantry/TEFAP,2024-10-31,24.0,3.0,4.0,22.0,49.0
St Joseph Bread of Life Church - FP,01535,Erie,Food Pantry/TEFAP,2024-11-30,33.0,2.0,3.0,27.0,62.0
St Joseph Bread of Life Church - FP,01535,Erie,Food Pantry/TEFAP,2024-12-31,28.0,0.0,2.0,18.0,46.0
St Joseph Bread of Life Church - FP,01535,Erie,Food Pantry/TEFAP,2025-01-31,29.0,3.0,2.0,19.0,51.0
St Joseph Bread of Life Church - FP,01535,Erie,Food Pantry/TEFAP,2025-02-28,20.0,2.0,1.0,20.0,42.0
St Joseph Bread of Life Church - FP,01535,Erie,Food Pantry/TEFAP,2025-03-31,33.0,7.0,4.0,24.0,64.0
St Joseph Bread of Life Church - FP,01535,Erie,Food Pantry/TEFAP,2025-04-30,26.0,10.0,1.0,23.0,59.0
St Joseph Bread of Life Church - FP,01535,Erie,Food Pantry/TEFAP,2025-05-31,25.0,0.0,2.0,25.0,50.0
St Joseph Bread of Life Church - FP,01535,Erie,Food Pantry/TEFAP,2025-06-30,20.0,2.0,3.0,18.0,47.0
St Martin Center - FP,01101,Erie,Food Pantry/TEFAP,2024-07-31,1325.0,1418.0,918.0,368.0,3111.0
St Martin Center - FP,01101,Erie,Food Pantry/TEFAP,2024-08-31,1268.0,1262.0,327.0,352.0,2882.0
St Martin Center - FP,01101,Erie,Food Pantry/TEFAP,2024-09-30,1249.0,1309.0,217.0,335.0,2893.0
St Martin Center - FP,01101,Erie,Food Pantry/TEFAP,2024-10-31,1546.0,1547.0,261.0,365.0,3458.0
St Martin Center - FP,01101,Erie,Food Pantry/TEFAP,2024-11-30,1525.0,1530.0,135.0,370.0,3425.0
St Martin Center - FP,01101,Erie,Food Pantry/TEFAP,2024-12-31,958.0,938.0,77.0,261.0,2159.0
St Martin Center - FP,01101,Erie,Food Pantry/TEFAP,2025-01-31,1523.0,1513.0,104.0,312.0,3348.0
St Martin Center - FP,01101,Erie,Food Pantry/TEFAP,2025-02-28,1296.0,1225.0,95.0,266.0,2787.0
St Martin Center - FP,01101,Erie,Food Pantry/TEFAP,2025-03-31,1439.0,1318.0,62.0,320.0,3700.0
St Martin Center - FP,01101,Erie,Food Pantry/TEFAP,2025-04-30,1423.0,1400.0,132.0,301.0,3124.0
St Martin Center - FP,01101,Erie,Food Pantry/TEFAP,2025-05-31,1446.0,1296.0,69.0,294.0,3036.0
St Martin Center - FP,01101,Erie,Food Pantry/TEFAP,2025-06-30,1385.0,1406.0,69.0,305.0,3096.0
St Marys Area High School - SCHOOL PANTRY,09788,Elk,School Pantry,2024-10-31,0.0,15.0,0.0,0.0,0.0
St Marys Area High School - SCHOOL PANTRY,09788,Elk,School Pantry,2024-11-30,0.0,15.0,0.0,0.0,0.0
St Marys Area High School - SCHOOL PANTRY,09788,Elk,School Pantry,2024-12-31,0.0,14.0,0.0,0.0,0.0
St Marys Area High School - SCHOOL PANTRY,09788,Elk,School Pantry,2025-01-31,0.0,5.0,0.0,0.0,0.0
St Marys Area High School - SCHOOL PANTRY,09788,Elk,School Pantry,2025-02-28,0.0,8.0,0.0,0.0,0.0
St Marys Area High School - SCHOOL PANTRY,09788,Elk,School Pantry,2025-03-31,0.0,11.0,0.0,0.0,0.0
St Marys Area High School - SCHOOL PANTRY,09788,Elk,School Pantry,2025-04-30,0.0,8.0,0.0,0.0,0.0
St Marys Area High School - SCHOOL PANTRY,09788,Elk,School Pantry,2025-05-31,0.0,25.0,0.0,0.0,0.0
St Patrick Church - FP,01534,Venango,Food Pantry/TEFAP,2024-07-31,86.0,38.0,120.0,78.0,203.0
St Patrick Church - FP,01534,Venango,Food Pantry/TEFAP,2024-08-31,88.0,39.0,27.0,76.0,203.0
St Patrick Church - FP,01534,Venango,Food Pantry/TEFAP,2024-09-30,102.0,29.0,15.0,77.0,208.0
St Patrick Church - FP,01534,Venango,Food Pantry/TEFAP,2024-10-31,31.0,72.0,5.0,78.0,181.0
St Patrick Church - FP,01534,Venango,Food Pantry/TEFAP,2024-11-30,148.0,61.0,34.0,103.0,312.0
St Patrick Church - FP,01534,Venango,Food Pantry/TEFAP,2024-12-31,113.0,60.0,18.0,90.0,214.0
St Patrick Church - FP,01534,Venango,Food Pantry/TEFAP,2025-01-31,60.0,31.0,6.0,54.0,145.0
St Patrick Church - FP,01534,Venango,Food Pantry/TEFAP,2025-02-28,99.0,43.0,4.0,68.0,210.0
St Patrick Church - FP,01534,Venango,Food Pantry/TEFAP,2025-03-31,95.0,43.0,8.0,83.0,221.0
St Patrick Church - FP,01534,Venango,Food Pantry/TEFAP,2025-05-31,102.0,41.0,8.0,75.0,218.0
St Patrick Church - FP,01534,Venango,Food Pantry/TEFAP,2025-06-30,113.0,43.0,0.0,67.0,222.0
St Paul Roman Catholic Church - FP,01105,Erie,Food Pantry/TEFAP,2024-07-31,43.0,11.0,6.0,20.0,74.0
St Paul Roman Catholic Church - FP,01105,Erie,Food Pantry/TEFAP,2024-08-31,32.0,14.0,5.0,9.0,55.0
St Paul Roman Catholic Church - FP,01105,Erie,Food Pantry/TEFAP,2024-09-30,43.0,16.0,4.0,13.0,72.0
St Paul Roman Catholic Church - FP,01105,Erie,Food Pantry/TEFAP,2024-10-31,54.0,15.0,15.0,19.0,88.0
St Paul Roman Catholic Church - FP,01105,Erie,Food Pantry/TEFAP,2024-11-30,37.0,14.0,9.0,14.0,65.0
St Paul Roman Catholic Church - FP,01105,Erie,Food Pantry/TEFAP,2024-12-31,36.0,17.0,5.0,7.0,60.0
St Paul Roman Catholic Church - FP,01105,Erie,Food Pantry/TEFAP,2025-01-31,30.0,10.0,3.0,4.0,44.0
St Paul Roman Catholic Church - FP,01105,Erie,Food Pantry/TEFAP,2025-02-28,46.0,15.0,4.0,8.0,69.0
St Paul Roman Catholic Church - FP,01105,Erie,Food Pantry/TEFAP,2025-03-31,44.0,13.0,5.0,10.0,67.0
St Paul Roman Catholic Church - FP,01105,Erie,Food Pantry/TEFAP,2025-04-30,42.0,11.0,4.0,9.0,62.0
St Paul Roman Catholic Church - FP,01105,Erie,Food Pantry/TEFAP,2025-05-31,33.0,8.0,6.0,5.0,46.0
St Paul Roman Catholic Church - FP,01105,Erie,Food Pantry/TEFAP,2025-06-30,50.0,29.0,15.0,13.0,92.0
St Paul's Lutheran Church- FP (Erie),01445,Erie,Food Pantry/TEFAP,2024-08-31,2.0,0.0,4.0,0.0,0.0
St Paul's Lutheran Church- FP (Erie),01445,Erie,Food Pantry/TEFAP,2024-09-30,10.0,7.0,8.0,4.0,21.0
St Paul's Lutheran Church- FP (Erie),01445,Erie,Food Pantry/TEFAP,2024-10-31,16.0,17.0,3.0,4.0,37.0
St Paul's Lutheran Church- FP (Erie),01445,Erie,Food Pantry/TEFAP,2024-11-30,27.0,19.0,6.0,7.0,53.0
St Paul's Lutheran Church- FP (Erie),01445,Erie,Food Pantry/TEFAP,2024-12-31,17.0,17.0,2.0,4.0,38.0
St Paul's Lutheran Church- FP (Erie),01445,Erie,Food Pantry/TEFAP,2025-01-31,20.0,15.0,0.0,5.0,40.0
St Paul's Lutheran Church- FP (Erie),01445,Erie,Food Pantry/TEFAP,2025-02-28,17.0,14.0,0.0,5.0,36.0
St Paul's Lutheran Church- FP (Erie),01445,Erie,Food Pantry/TEFAP,2025-03-31,20.0,16.0,4.0,12.0,48.0
St Paul's Lutheran Church- FP (Erie),01445,Erie,Food Pantry/TEFAP,2025-04-30,22.0,17.0,0.0,8.0,47.0
St Paul's Lutheran Church- FP (Erie),01445,Erie,Food Pantry/TEFAP,2025-05-31,24.0,21.0,3.0,9.0,54.0
St Paul's Lutheran Church- FP (Erie),01445,Erie,Food Pantry/TEFAP,2025-06-30,29.0,20.0,4.0,4.0,53.0
St Pauls Lutheran Church - FP,06058,Crawford,Produce Express,2024-07-31,61.0,31.0,1.0,56.0,148.0
St Pauls Lutheran Church - FP,06058,Crawford,Produce Express,2024-09-30,0.0,0.0,3.0,0.0,0.0
St Pauls Lutheran Church - FP,06058,Crawford,Produce Express,2024-11-30,58.0,31.0,3.0,55.0,0.0
St Pauls Lutheran Church - FP,06058,Crawford,Produce Express,2024-12-31,0.0,0.0,4.0,0.0,0.0
St Pauls Lutheran Church - FP,06058,Crawford,Produce Express,2025-01-31,0.0,0.0,2.0,0.0,0.0
St Pauls Lutheran Church - FP,06058,Crawford,Produce Express,2025-02-28,0.0,0.0,2.0,0.0,0.0
St Pauls Lutheran Church - FP,06058,Crawford,Produce Express,2025-05-31,0.0,0.0,2.0,0.0,0.0
St Pauls Lutheran Church - FP,06058,Crawford,Produce Express,2025-06-30,0.0,0.0,2.0,0.0,0.0
St Vincent Healthy Food Center -FP,01697,Erie,Food Pantry/No TEFAP,2024-07-31,189.0,86.0,17.0,112.0,387.0
St Vincent Healthy Food Center -FP,01697,Erie,Food Pantry/No TEFAP,2024-08-31,95.0,53.0,15.0,55.0,206.0
St Vincent Healthy Food Center -FP,01697,Erie,Food Pantry/No TEFAP,2024-09-30,90.0,41.0,11.0,44.0,175.0
St Vincent Healthy Food Center -FP,01697,Erie,Food Pantry/No TEFAP,2024-10-31,117.0,57.0,8.0,67.0,241.0
St Vincent Healthy Food Center -FP,01697,Erie,Food Pantry/No TEFAP,2024-11-30,119.0,46.0,8.0,60.0,230.0
St Vincent Healthy Food Center -FP,01697,Erie,Food Pantry/No TEFAP,2024-12-31,106.0,58.0,8.0,53.0,217.0
St Vincent Healthy Food Center -FP,01697,Erie,Food Pantry/No TEFAP,2025-01-31,126.0,55.0,12.0,81.0,262.0
St Vincent Healthy Food Center -FP,01697,Erie,Food Pantry/No TEFAP,2025-02-28,95.0,46.0,9.0,61.0,208.0
St Vincent Healthy Food Center -FP,01697,Erie,Food Pantry/No TEFAP,2025-03-31,113.0,40.0,9.0,79.0,232.0
St Vincent Healthy Food Center -FP,01697,Erie,Food Pantry/No TEFAP,2025-04-30,123.0,60.0,14.0,76.0,259.0
St Vincent Healthy Food Center -FP,01697,Erie,Food Pantry/No TEFAP,2025-05-31,130.0,57.0,11.0,87.0,274.0
St Vincent Healthy Food Center -FP,01697,Erie,Food Pantry/No TEFAP,2025-06-30,121.0,55.0,14.0,72.0,255.0
Strattanville United Methodist Church - FP,07025,Clarion,Produce Express,2024-07-31,68.0,21.0,80.0,65.0,154.0
Strattanville United Methodist Church - FP,07025,Clarion,Produce Express,2024-08-31,124.0,42.0,10.0,132.0,150.0
Strattanville United Methodist Church - FP,07025,Clarion,Produce Express,2024-09-30,65.0,28.0,6.0,68.0,161.0
Strattanville United Methodist Church - FP,07025,Clarion,Produce Express,2024-10-31,61.0,29.0,4.0,64.0,156.0
Strattanville United Methodist Church - FP,07025,Clarion,Produce Express,2024-11-30,63.0,25.0,1.0,67.0,155.0
Strattanville United Methodist Church - FP,07025,Clarion,Produce Express,2024-12-31,67.0,23.0,4.0,62.0,151.0
Strattanville United Methodist Church - FP,07025,Clarion,Produce Express,2025-01-31,63.0,24.0,0.0,64.0,151.0
Strattanville United Methodist Church - FP,07025,Clarion,Produce Express,2025-02-28,58.0,24.0,3.0,68.0,150.0
Strattanville United Methodist Church - FP,07025,Clarion,Produce Express,2025-03-31,57.0,17.0,2.0,74.0,148.0
Strattanville United Methodist Church - FP,07025,Clarion,Produce Express,2025-04-30,50.0,16.0,0.0,73.0,137.0
Strattanville United Methodist Church - FP,07025,Clarion,Produce Express,2025-05-31,50.0,17.0,0.0,71.0,138.0
Strattanville United Methodist Church - FP,07025,Clarion,Produce Express,2025-06-30,49.0,21.0,1.0,70.0,140.0
Strong Vincent Middle School - SCHOOL PANTRY,09760,Erie,School Pantry,2024-10-31,0.0,79.0,0.0,0.0,0.0
Strong Vincent Middle School - SCHOOL PANTRY,09760,Erie,School Pantry,2024-11-30,0.0,79.0,0.0,0.0,0.0
Strong Vincent Middle School - SCHOOL PANTRY,09760,Erie,School Pantry,2024-12-31,0.0,80.0,0.0,0.0,0.0
Strong Vincent Middle School - SCHOOL PANTRY,09760,Erie,School Pantry,2025-01-31,0.0,80.0,0.0,0.0,0.0
Strong Vincent Middle School - SCHOOL PANTRY,09760,Erie,School Pantry,2025-02-28,0.0,80.0,0.0,0.0,0.0
Strong Vincent Middle School - SCHOOL PANTRY,09760,Erie,School Pantry,2025-03-31,0.0,80.0,0.0,0.0,0.0
Strong Vincent Middle School - SCHOOL PANTRY,09760,Erie,School Pantry,2025-04-30,0.0,80.0,0.0,0.0,0.0
Strong Vincent Middle School - SCHOOL PANTRY,09760,Erie,School Pantry,2025-05-31,0.0,80.0,0.0,0.0,0.0
Sugar Grove Free Methodist Church,01609,Warren,Food Pantry/TEFAP,2024-07-31,85.0,56.0,64.0,30.0,171.0
Sugar Grove Free Methodist Church,01609,Warren,Food Pantry/TEFAP,2024-08-31,84.0,61.0,20.0,28.0,173.0
