geoid,county,year,NAME,total_households,hh_bottom,hh_middle,hh_top,share_bottom,share_middle,share_top,under_10k,10k_15k,15k_20k,20k_25k,25k_30k,30k_35k,35k_40k,40k_45k,45k_50k,50k_60k,60k_75k,75k_100k,100k_125k,125k_150k,150k_200k,200k_plus,share_under_10k,share_10k_15k,share_15k_20k,share_20k_25k,share_25k_30k,share_30k_35k,share_35k_40k,share_40k_45k,share_45k_50k,share_50k_60k,share_60k_75k,share_75k_100k,share_100k_125k,share_125k_150k,share_150k_200k,share_200k_plus
42049012001,Erie,2020,"Census Tract 120.01, Erie County, Pennsylvania",1040,219,360,461,21.06,34.62,44.33,32,29,40,44,44,30,50,49,46,120,95,195,96,46,93,31,3.08,2.79,3.85,4.23,4.23,2.88,4.81,4.71,4.42,11.54,9.13,18.75,9.23,4.42,8.94,2.98
42049012001,Erie,2021,"Census Tract 120.01, Erie County, Pennsylvania",994,199,324,471,20.02,32.6,47.38,12,48,42,23,49,25,34,31,42,121,96,184,99,71,89,28,1.21,4.83,4.23,2.31,4.93,2.52,3.42,3.12,4.23,12.17,9.66,18.51,9.96,7.14,8.95,2.82
42049012001,Erie,2022,Census Tract 120.01; Erie County; Pennsylvania,987,160,314,513,16.21,31.81,51.98,16,34,26,29,16,39,41,25,42,94,112,198,80,80,93,62,1.62,3.44,2.63,2.94,1.62,3.95,4.15,2.53,4.26,9.52,11.35,20.06,8.11,8.11,9.42,6.28
42049012001,Erie,2023,Census Tract 120.01; Erie County; Pennsylvania,996,140,337,519,14.06,33.84,52.11,19,24,25,31,25,16,39,45,35,96,122,176,103,63,71,106,1.91,2.41,2.51,3.11,2.51,1.61,3.92,4.52,3.51,9.64,12.25,17.67,10.34,6.33,7.13,10.64
42049012002,Erie,2019,"Census Tract 120.02, Erie County, Pennsylvania",1362,542,471,349,39.79,34.58,25.62,202,98,42,57,108,35,43,50,61,146,171,158,82,65,23,21,14.83,7.2,3.08,4.19,7.93,2.57,3.16,3.67,4.48,10.72,12.56,11.6,6.02,4.77,1.69,1.54
42049012002,Erie,2020,"Census Tract 120.02, Erie County, Pennsylvania",1393,565,541,287,40.56,38.84,20.6,197,34,93,120,71,50,95,63,41,195,147,128,69,24,26,40,14.14,2.44,6.68,8.61,5.1,3.59,6.82,4.52,2.94,14.0,10.55,9.19,4.95,1.72,1.87,2.87
42049012002,Erie,2021,"Census Tract 120.02, Erie County, Pennsylvania",1360,545,576,239,40.07,42.35,17.57,144,74,149,88,33,57,113,55,41,145,222,116,58,27,10,28,10.59,5.44,10.96,6.47,2.43,4.19,8.31,4.04,3.01,10.66,16.32,8.53,4.26,1.99,0.74,2.06
42049012002,Erie,2022,Census Tract 120.02; Erie County; Pennsylvania,1357,563,501,293,41.49,36.92,21.59,136,108,138,43,47,91,40,124,22,108,207,133,73,26,0,61,10.02,7.96,10.17,3.17,3.46,6.71,2.95,9.14,1.62,7.96,15.25,9.8,5.38,1.92,0.0,4.5
42049012002,Erie,2023,Census Tract 120.02; Erie County; Pennsylvania,1319,535,524,260,40.56,39.73,19.71,113,93,134,56,38,101,62,120,56,75,211,137,45,46,0,32,8.57,7.05,10.16,4.25,2.88,7.66,4.7,9.1,4.25,5.69,16.0,10.39,3.41,3.49,0.0,2.43
42049012100,Erie,2019,"Census Tract 121, Erie County, Pennsylvania",2859,821,1008,1030,28.72,35.26,36.03,170,89,201,115,187,59,130,107,128,311,332,364,300,130,189,47,5.95,3.11,7.03,4.02,6.54,2.06,4.55,3.74,4.48,10.88,11.61,12.73,10.49,4.55,6.61,1.64
42049012100,Erie,2020,"Census Tract 121, Erie County, Pennsylvania",3005,679,1086,1240,22.6,36.14,41.26,169,81,122,94,144,69,126,125,125,261,449,369,310,302,133,126,5.62,2.7,4.06,3.13,4.79,2.3,4.19,4.16,4.16,8.69,14.94,12.28,10.32,10.05,4.43,4.19
42049012100,Erie,2021,"Census Tract 121, Erie County, Pennsylvania",2854,684,949,1221,23.97,33.25,42.78,158,78,78,130,131,109,95,115,124,247,368,401,269,302,83,166,5.54,2.73,2.73,4.56,4.59,3.82,3.33,4.03,4.34,8.65,12.89,14.05,9.43,10.58,2.91,5.82
42049012100,Erie,2022,Census Tract 121; Erie County; Pennsylvania,2954,618,963,1373,20.92,32.6,46.48,141,29,41,79,170,158,134,57,206,249,317,467,335,149,243,179,4.77,0.98,1.39,2.67,5.75,5.35,4.54,1.93,6.97,8.43,10.73,15.81,11.34,5.04,8.23,6.06
42049012100,Erie,2023,Census Tract 121; Erie County; Pennsylvania,2921,582,918,1421,19.92,31.43,48.65,177,26,27,47,167,138,165,54,154,270,275,401,233,254,351,182,6.06,0.89,0.92,1.61,5.72,4.72,5.65,1.85,5.27,9.24,9.41,13.73,7.98,8.7,12.02,6.23
42049012201,Erie,2019,"Census Tract 122.01, Erie County, Pennsylvania",2471,422,815,1234,17.08,32.98,49.94,127,26,72,41,26,130,118,72,96,226,303,414,195,194,247,184,5.14,1.05,2.91,1.66,1.05,5.26,4.78,2.91,3.89,9.15,12.26,16.75,7.89,7.85,10.0,7.45
42049012201,Erie,2020,"Census Tract 122.01, Erie County, Pennsylvania",2404,480,791,1133,19.97,32.9,47.13,108,60,61,29,23,199,102,104,126,247,212,424,228,115,156,210,4.49,2.5,2.54,1.21,0.96,8.28,4.24,4.33,5.24,10.27,8.82,17.64,9.48,4.78,6.49,8.74
42049012201,Erie,2021,"Census Tract 122.01, Erie County, Pennsylvania",2378,472,710,1196,19.85,29.86,50.29,70,62,66,80,28,166,85,99,73,195,258,409,242,111,177,257,2.94,2.61,2.78,3.36,1.18,6.98,3.57,4.16,3.07,8.2,10.85,17.2,10.18,4.67,7.44,10.81
42049012201,Erie,2022,Census Tract 122.01; Erie County; Pennsylvania,2352,425,609,1318,18.07,25.89,56.04,58,36,65,81,39,146,38,69,120,165,217,354,345,180,166,273,2.47,1.53,2.76,3.44,1.66,6.21,1.62,2.93,5.1,7.02,9.23,15.05,14.67,7.65,7.06,11.61
42049012201,Erie,2023,Census Tract 122.01; Erie County; Pennsylvania,2426,375,711,1340,15.46,29.31,55.23,48,54,69,55,133,16,172,22,114,196,207,370,321,182,217,250,1.98,2.23,2.84,2.27,5.48,0.66,7.09,0.91,4.7,8.08,8.53,15.25,13.23,7.5,8.94,10.31
42049012202,Erie,2019,"Census Tract 122.02, Erie County, Pennsylvania",2009,878,482,649,43.7,23.99,32.3,217,72,111,267,72,139,146,13,110,124,89,335,109,79,98,28,10.8,3.58,5.53,13.29,3.58,6.92,7.27,0.65,5.48,6.17,4.43,16.67,5.43,3.93,4.88,1.39
42049012202,Erie,2020,"Census Tract 122.02, Erie County, Pennsylvania",2058,1095,412,551,53.21,20.02,26.77,181,45,54,222,191,402,86,55,47,105,119,264,134,63,46,44,8.79,2.19,2.62,10.79,9.28,19.53,4.18,2.67,2.28,5.1,5.78,12.83,6.51,3.06,2.24,2.14
42049012202,Erie,2021,"Census Tract 122.02, Erie County, Pennsylvania",1868,875,435,558,46.84,23.29,29.87,245,112,26,129,111,252,103,14,20,102,196,216,151,35,88,68,13.12,6.0,1.39,6.91,5.94,13.49,5.51,0.75,1.07,5.46,10.49,11.56,8.08,1.87,4.71,3.64
42049012202,Erie,2022,Census Tract 122.02; Erie County; Pennsylvania,1767,677,563,527,38.31,31.86,29.82,176,193,26,116,75,91,232,41,39,68,183,95,193,71,49,119,9.96,10.92,1.47,6.56,4.24,5.15,13.13,2.32,2.21,3.85,10.36,5.38,10.92,4.02,2.77,6.73
42049012202,Erie,2023,Census Tract 122.02; Erie County; Pennsylvania,1916,720,589,607,37.58,30.74,31.68,190,250,69,40,63,108,228,59,31,84,187,155,203,29,64,156,9.92,13.05,3.6,2.09,3.29,5.64,11.9,3.08,1.62,4.38,9.76,8.09,10.59,1.51,3.34,8.14
42049012300,Erie,2019,"Census Tract 123, Erie County, Pennsylvania",2268,747,603,918,32.94,26.59,40.48,98,79,161,172,153,84,76,148,84,218,77,328,278,108,51,153,4.32,3.48,7.1,7.58,6.75,3.7,3.35,6.53,3.7,9.61,3.4,14.46,12.26,4.76,2.25,6.75
42049012400,Erie,2019,"Census Tract 124, Erie County, Pennsylvania",720,245,234,241,34.03,32.5,33.47,51,24,25,57,68,20,47,71,22,45,49,75,82,42,25,17,7.08,3.33,3.47,7.92,9.44,2.78,6.53,9.86,3.06,6.25,6.81,10.42,11.39,5.83,3.47,2.36
42049012400,Erie,2020,"Census Tract 124, Erie County, Pennsylvania",724,230,223,271,31.77,30.8,37.43,51,29,19,72,59,0,15,66,16,30,96,69,104,51,28,19,7.04,4.01,2.62,9.94,8.15,0.0,2.07,9.12,2.21,4.14,13.26,9.53,14.36,7.04,3.87,2.62
42049012400,Erie,2021,"Census Tract 124, Erie County, Pennsylvania",687,213,232,242,31.0,33.77,35.23,61,26,18,33,63,12,14,58,17,33,110,71,95,45,20,11,8.88,3.78,2.62,4.8,9.17,1.75,2.04,8.44,2.47,4.8,16.01,10.33,13.83,6.55,2.91,1.6
42049012400,Erie,2022,Census Tract 124; Erie County; Pennsylvania,674,213,195,266,31.6,28.93,39.47,24,48,10,38,61,32,21,13,63,35,63,95,56,74,21,20,3.56,7.12,1.48,5.64,9.05,4.75,3.12,1.93,9.35,5.19,9.35,14.09,8.31,10.98,3.12,2.97
42049012400,Erie,2023,Census Tract 124; Erie County; Pennsylvania,652,216,148,288,33.13,22.7,44.17,45,31,0,36,25,79,26,7,35,40,40,131,37,66,39,15,6.9,4.75,0.0,5.52,3.83,12.12,3.99,1.07,5.37,6.13,6.13,20.09,5.67,10.12,5.98,2.3
42049980109,Erie,2019,"Census Tract 9801.09, Erie County, Pennsylvania",3,0,0,3,0.0,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
