ZCTA5CE20,count_grocery_supermarket,count_grocery_large,count_grocery_medium,count_grocery_small,count_grocery_combination,count_grocery_specialty,count_farmers_market,count_convenience,count_pharmacy,count_hospital,count_clinic,count_library,count_school,count_community_center,count_social_services,count_grocery_any,count_snap_retailers,count_total_civic,nearest_grocery_full_m,nearest_grocery_full_miles,nearest_pharmacy_m,nearest_pharmacy_miles,nearest_hospital_m,nearest_hospital_miles,nearest_clinic_m,nearest_clinic_miles,nearest_library_m,nearest_library_miles,nearest_community_center_m,nearest_community_center_miles,nearest_social_services_m,nearest_social_services_miles
15781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273.7023943457334,1.41,109068.23028694541,67.77,94358.25345277505,58.63,95145.74472069586,59.12,122955.5881067556,76.4,103819.00043366155,64.51,94777.4594962802,58.89
16365,4,0,0,0,10,0,0,11,0,0,0,0,0,0,0,14,28,28,755.6900329206529,0.47,44385.94325318517,27.58,49400.7439903793,30.7,44452.78928958342,27.62,57401.369364320126,35.67,44556.87772939245,27.69,49330.9619110288,30.65
16230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4429.325951716193,2.75,85843.98170725616,53.34,75898.34682961038,47.16,76465.50891736611,47.51,100216.7582944332,62.27,85257.3734082196,52.98,76339.30026322827,47.44
16232,1,0,1,0,1,0,0,6,0,0,0,0,0,0,0,3,11,11,1930.1337888515739,1.2,54061.399814865305,33.59,47012.657409047526,29.21,47314.50417137014,29.4,68349.45928301227,42.47,55893.43798949519,34.73,47456.241861123264,29.49
16319,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,9,9,5415.372197669769,3.36,42118.12987199533,26.17,34918.233195739034,21.7,35082.679280556295,21.8,56006.379090521055,34.8,43459.66456902788,27.0,35354.65413167649,21.97
16360,0,0,0,1,1,0,0,1,0,0,0,0,4,0,0,2,3,10,1816.3962438564652,1.13,21851.70241380569,13.58,18308.619754449577,11.38,17089.818011435716,10.62,19435.02433999441,12.08,12217.979113064113,7.59,18054.389245374412,11.22
16364,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2281.9841766135905,1.42,48473.20884188486,30.12,32982.229424177975,20.49,33526.01438425785,20.83,61207.63416766682,38.03,42315.90157084429,26.29,33424.858508918514,20.77
16406,0,1,0,2,2,0,0,1,0,0,0,0,4,0,0,5,6,15,87.94243726642236,0.05,21443.687950217307,13.32,21723.528757252527,13.5,15569.154999972974,9.67,15708.06507169935,9.76,15616.069073896131,9.7,15532.695176325813,9.65
15868,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,3,3,7545.825461285025,4.69,120901.43494298388,75.12,111788.99790811658,69.46,112998.26941985967,70.21,136370.68328672845,84.74,119642.33476552114,74.34,112060.33760434623,69.63
15763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7186.511489925819,4.47,103685.26740839753,64.43,92992.04032269749,57.78,93627.91263549808,58.18,118087.29560785045,73.38,102418.4536944792,63.64,93428.31263839931,58.05
15733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4630.752314813258,2.88,109429.82503066027,68.0,93731.98899770612,58.24,94554.60400956584,58.75,123152.99119997089,76.52,103174.20966844812,64.11,94145.65685924835,58.5
16345,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,5114.930811719769,3.18,52675.54137743989,32.73,61344.79135889668,38.12,52765.444434973906,32.79,57624.39008535359,35.81,52851.0635570617,32.84,61217.570883674285,38.04
16312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5346.202113942905,3.32,34045.7353498669,21.16,45582.83212020498,28.32,34143.1684331855,21.22,41375.543989370424,25.71,34220.53623585228,21.26,45373.37399949222,28.19
16326,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3,4,4,1099.746282959237,0.68,54867.264262746896,34.09,36113.76917050442,22.44,36854.71898127067,22.9,67141.58966067624,41.72,45582.213660808375,28.32,36540.613082653166,22.71
16314,0,1,1,0,1,0,0,2,1,0,0,0,12,0,1,3,5,28,1444.233020266915,0.9,1458.2545268393887,0.91,15106.572063444468,9.39,13484.844269210167,8.38,15056.28694267951,9.36,14646.04103603036,9.1,4912.14497527205,3.05
16327,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,2,13,8535.713231807265,5.3,14155.344487166867,8.8,15601.549134918427,9.69,14795.460727817492,9.19,15671.324801861329,9.74,15538.293092387341,9.66,11212.849782278141,6.97
16131,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,455.4092980335982,0.28,20992.637996967147,13.04,21796.03262417735,13.54,12982.350000589571,8.07,21369.098695883516,13.28,20067.78387627049,12.47,20966.006214198947,13.03
16110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2050.4473894398775,1.27,24840.283429280928,15.44,25648.012715440233,15.94,17376.026728264056,10.8,25221.578180976423,15.67,23856.263013004216,14.82,24825.540283909755,15.43
16233,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,2,5,5,2498.6546951990267,1.55,61782.105872579625,38.39,45288.84917083937,28.14,46245.216691365196,28.74,76114.71757035726,47.3,54569.12304644337,33.91,45675.6187364938,28.38
16692,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,7231.826206054364,4.49,140631.88844530625,87.38,126112.38849227114,78.36,126929.51020639758,78.87,154688.0956976701,96.12,135556.82645850032,84.23,126526.7131628734,78.62
16861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7929.703217202887,4.93,144333.36030095743,89.68,129185.2849603804,80.27,130149.91291910934,80.87,159295.97832411007,98.98,138410.32200932552,86.0,129568.16129444414,80.51
16361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3616.703103020661,2.25,56547.67401768423,35.14,39393.31311846215,24.48,40313.473062580975,25.05,70596.06010009791,43.87,48743.52117808849,30.29,39789.29237225226,24.72
15849,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,2,3673.1230871819284,2.28,118608.61380794497,73.7,106716.29635619927,66.31,107845.18605483702,67.01,134031.02948321012,83.28,115274.97739967999,71.63,107038.95550517105,66.51
15721,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1611.0934692060378,1.0,132037.078547917,82.04,117292.93454622435,72.88,118109.84247183992,73.39,146028.27656347555,90.74,126737.83211891846,78.75,117707.35016756615,73.14
16054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4917.03014239731,3.06,52804.74900639666,32.81,53023.118455856886,32.95,53071.054510676746,32.98,67650.94903436386,42.04,61133.794277855624,37.99,53450.4616736563,33.21
